price,sqrt,location,bhk,Gymnasium,Lift Available,CarParking,Maintenance Staff,Swimming Pool
6998999.0,764.0,virar,3.0,0,0,0,0,1
14950000.0,1687.0,kharghar,3.0,1,1,1,1,1
17500000.0,950.0,dattapada,2.0,0,1,1,1,0
9500000.0,1005.0,chembur east,2.0,1,1,1,0,0
21500000.0,986.0,unknown,2.0,0,1,1,0,0
4200000.0,675.0,kharghar,1.0,0,1,0,0,0
3700000.0,425.0,kharegaon,1.0,0,1,1,0,0
2116000.0,630.0,mumbai,1.0,1,0,1,1,0
16000000.0,680.0,borivali west,2.0,1,1,0,0,0
10000000.0,610.0,dahisar west,1.0,0,0,0,0,0
8500000.0,2460.0,mira road east,4.0,1,1,1,0,1
2011000.0,597.0,mumbai,1.0,1,1,1,1,0
7900000.0,1189.0,kamothe,2.0,1,1,1,0,1
80000000.0,2453.0,hanuman chowk,4.0,0,0,0,0,0
5600000.0,560.0,mira road east,1.0,0,0,0,0,0
31500000.0,1600.0,borivali west,3.0,0,1,0,0,0
2331000.0,740.0,boisar,2.0,0,1,0,0,0
9500000.0,1225.0,kamothe,2.0,0,0,1,0,0
28700000.0,1670.0,borivali west,3.0,0,1,0,0,0
20000000.0,839.0,goregaon west,2.0,0,1,1,0,1
16800000.0,1150.0,kanjurmarg,2.0,1,1,1,0,1
33000000.0,1667.0,kandivali east,3.0,1,1,1,1,1
14600000.0,850.0,thane west,2.0,1,0,0,0,0
6500000.0,693.0,mira road east,1.0,1,1,0,0,1
12500000.0,900.0,kandivali west,2.0,0,1,0,0,0
9000000.0,847.0,thane west,1.0,0,1,1,0,0
43000000.0,3000.0,borivali west,4.0,0,1,0,0,0
10000000.0,600.0,goregaon east,1.0,0,0,0,0,0
3300000.0,450.0,bhayandar east,1.0,0,0,0,0,0
82000000.0,2044.0,worli,3.0,1,0,0,0,1
18800000.0,1100.0,andheri  east,2.0,1,1,1,0,1
26500000.0,1250.0,malad east,3.0,1,1,1,0,1
18900000.0,1299.0,goregaon west,2.0,1,1,0,0,0
2700000.0,450.0,ulwe,1.0,0,1,0,0,0
59000000.0,1213.0,andheri  west,3.0,1,1,0,0,1
4500000.0,700.0,kalyan west,1.0,1,1,1,0,1
25000000.0,2394.0,thane west,4.0,1,1,0,1,1
3125000.0,470.0,taloja,1.0,0,1,1,1,0
7500000.0,1022.0,sector 18 kharghar,2.0,0,1,1,1,0
13500000.0,1677.0,kharghar,3.0,0,1,1,1,0
2600000.0,575.0,virar east,1.0,0,0,0,0,0
4400000.0,560.0,thane west,1.0,1,1,1,0,1
6186000.0,401.0,mira road east,1.0,0,0,0,0,0
3565999.0,703.0,badlapur east,2.0,1,1,1,0,1
36500000.0,2200.0,unknown,4.0,0,1,1,0,1
2156000.0,580.0,nala sopara,1.0,1,1,0,0,0
22500000.0,1500.0,sanpada,3.0,1,1,1,1,1
15250000.0,1503.0,mumbai highway,3.0,0,0,1,0,1
4300000.0,375.0,thane west,1.0,1,1,0,0,1
30900000.0,2066.0,bhandup west,3.0,1,1,1,0,1
17100000.0,882.0,seawoods,2.0,0,1,1,1,0
20900000.0,697.0,mulund west,2.0,1,1,1,0,1
2900000.0,1995.0,boisar,4.0,1,0,0,0,1
35000000.0,969.0,khar,2.0,1,0,1,1,1
5700000.0,610.0,kharghar,1.0,1,1,1,1,1
18000000.0,1565.0,thane west,3.0,1,1,1,0,1
21500000.0,1340.0,malad west,2.0,0,1,1,1,0
18000000.0,1335.0,belapur,2.0,0,1,0,1,0
9000000.0,1220.0,sector-3 ulwe,2.0,0,1,1,1,0
12700000.0,585.0,chembur east,1.0,1,1,1,1,0
8500000.0,1100.0,ulwe,2.0,0,0,0,0,0
15000000.0,1780.0,kharghar,3.0,1,1,1,1,1
6000000.0,610.0,sector9 kamothe,1.0,1,1,0,1,0
4800000.0,650.0,unknown,1.0,1,0,1,1,1
8800000.0,1054.0,kandivali,2.0,1,1,1,0,1
28000000.0,800.0,vedant complex,3.0,0,0,1,1,0
6200000.0,660.0,kamothe sector 16,1.0,1,0,1,0,0
3000000.0,540.0,vasai east,1.0,0,0,0,0,0
17800000.0,1716.0,kharghar,3.0,1,1,1,1,1
37500000.0,1200.0,worli,2.0,1,1,0,0,1
11000000.0,585.0,chembur,1.0,1,1,1,1,0
4600000.0,910.0,panvel,2.0,1,1,1,0,0
17500000.0,650.0,borivali west,2.0,0,1,0,0,0
3600000.0,500.0,dombivali east,1.0,0,0,0,0,0
4500000.0,650.0,unknown,1.0,0,1,1,1,0
6500000.0,649.0,kharghar,1.0,0,1,1,0,0
4700000.0,675.0,sector-8 ulwe,1.0,0,0,0,0,0
11399999.0,1341.0,mira road east,3.0,1,1,0,0,1
22100000.0,1475.0,bhandup west,2.0,0,0,1,0,1
4800000.0,695.0,roadpali,1.0,0,1,1,1,0
8500000.0,1150.0,mira road east,2.0,0,1,0,0,0
7700000.0,999.0,kalyan west,2.0,1,1,1,1,1
12100000.0,1515.0,sector-18 ulwe,3.0,0,1,1,1,0
16500000.0,1249.0,thane west,3.0,1,1,0,0,1
12500000.0,989.0,koper khairane,2.0,0,1,1,0,0
20299999.0,638.0,wadala,2.0,0,0,0,0,0
9500000.0,600.0,borivali west,1.0,0,1,0,0,0
11500000.0,1200.0,chembur,3.0,1,1,1,0,1
2300000.0,578.0,nala sopara,1.0,0,1,0,0,0
18500000.0,1100.0,unknown,2.0,0,0,0,0,0
7200000.0,1050.0,unknown,2.0,1,1,1,1,1
5000000.0,663.0,sector 20 kamothe,1.0,0,0,0,1,0
26000000.0,955.0,wadala east,2.0,0,0,0,0,1
3000000.0,740.0,goregaon east,1.0,1,1,1,0,0
8212000.0,1314.0,dombivali,3.0,1,1,1,0,1
5500000.0,650.0,kharghar,1.0,0,1,1,1,0
3954999.0,993.0,ambernath east,2.0,1,1,0,0,0
9000000.0,990.0,parsik nagar,2.0,1,0,1,1,0
7600000.0,1098.0,kamothe,2.0,0,0,0,1,0
105500000.0,2285.0,worli,3.0,1,1,1,1,1
13000000.0,1050.0,mulund west,2.0,0,0,0,0,0
9496000.0,1100.0,thane west,2.0,0,1,1,0,0
3000000.0,605.0,naigaon east,1.0,1,1,1,1,1
4278000.0,514.0,vasai,2.0,0,1,1,0,0
150000000.0,1500.0,breach candy,2.0,0,0,1,1,0
2000000.0,420.0,virar east,1.0,0,0,0,0,0
12300000.0,525.0,kandivali west,1.0,0,1,0,0,0
14950000.0,1370.0,kharghar,3.0,0,0,0,0,0
10600000.0,1014.0,malad west,2.0,1,0,1,1,1
4000000.0,670.0,karanjade,1.0,0,1,1,1,0
9800000.0,610.0,kurla,1.0,1,1,0,0,1
12100000.0,890.0,malad west,2.0,1,1,0,1,1
35200000.0,1960.0,mulund west,3.0,1,1,1,0,0
10000000.0,575.0,borivali west,1.0,0,1,0,0,0
57500000.0,1200.0,ville parle east,3.0,0,1,0,0,0
22000000.0,742.0,andheri  east,2.0,1,1,1,0,1
13000000.0,1800.0,kharghar,3.0,1,0,1,1,0
8000000.0,1246.0,panvel,2.0,0,1,0,1,0
9800000.0,750.0,malad west,1.0,1,1,1,1,0
2800000.0,690.0,ambernath east,1.0,1,1,0,0,0
8200000.0,1034.0,dombivli (west),2.0,0,1,0,0,0
27000000.0,1205.0,goregaon west,3.0,1,1,0,0,1
2600000.0,324.0,thane west,1.0,1,1,1,0,1
5500000.0,1068.0,mumbai central,2.0,1,0,1,1,0
3326000.0,348.0,virar,1.0,0,1,0,0,0
19000000.0,945.0,unknown,2.0,0,1,1,0,1
10500000.0,1050.0,koparkhairane station road,2.0,0,1,1,1,0
4200000.0,640.0,ulwe,1.0,0,0,0,0,0
25000000.0,2000.0,hiranandani estates,3.0,1,1,0,0,1
5800000.0,700.0,mira road east,1.0,1,1,0,0,0
19000000.0,1150.0,rajendra nagar,3.0,0,0,1,1,0
4600000.0,850.0,koproli,2.0,1,1,1,0,0
53000000.0,1900.0,sector 58a seawoods navi mumbai,4.0,0,1,1,1,0
8200000.0,1015.0,mira road east,2.0,1,1,1,0,1
3100000.0,450.0,rustomjee global city,1.0,0,0,1,0,0
16500000.0,1250.0,unknown,3.0,0,0,1,1,0
6500000.0,1050.0,ulwe,2.0,0,1,0,0,0
9000000.0,640.0,goregaon west,1.0,1,1,0,1,1
21200000.0,1465.0,goregaon west,3.0,1,1,1,1,0
24000000.0,952.0,andheri  west,2.0,0,0,1,1,0
4200000.0,680.0,karanjade,1.0,0,0,0,0,0
2700000.0,350.0,sector 17 ulwe,1.0,1,1,1,1,0
8000000.0,1140.0,ulwe,2.0,1,1,1,0,0
2100000.0,395.0,karanjade,1.0,0,1,1,1,0
16000000.0,1944.0,mira road,4.0,1,1,1,0,1
2900000.0,350.0,jankalyan nagar,1.0,0,1,1,1,0
16000000.0,750.0,borivali west,2.0,1,0,0,0,1
11000000.0,1500.0,sector 36 kharghar,3.0,0,1,1,1,0
4700000.0,675.0,ulwe,1.0,0,0,0,0,0
8000000.0,700.0,pant nagar,1.0,1,1,1,1,0
2500000.0,560.0,dombivali east,1.0,0,1,0,0,0
9000000.0,1125.0,panvel,2.0,1,1,1,0,1
5200000.0,596.0,kalyan west,1.0,0,1,1,0,0
4400000.0,450.0,ulwe,1.0,1,1,1,0,0
6500000.0,675.0,sector 19 kharghar,1.0,0,0,1,1,0
2500000.0,650.0,vasai,1.0,1,1,1,0,1
8500000.0,630.0,unknown,1.0,0,1,0,0,0
7200000.0,1161.0,kamothe,2.0,0,0,1,1,0
5000000.0,655.0,sector12 kamothe,1.0,0,1,0,0,0
8500000.0,570.0,kandivali east,1.0,0,1,0,0,0
5250000.0,517.0,kharghar,1.0,0,0,1,1,0
8000000.0,1109.0,kamothe,2.0,1,0,1,1,0
8400000.0,1050.0,panvel,2.0,1,0,0,0,1
25000000.0,2500.0,sea face,7.0,0,1,1,1,0
8600000.0,965.0,mira road east,2.0,0,1,0,0,0
22000000.0,1590.0,kharghar,3.0,1,0,1,1,1
90000000.0,1396.0,kamothe,3.0,1,1,0,1,1
14500000.0,649.0,chembur,2.0,0,0,0,0,0
62500000.0,1165.0,agripada,4.0,1,1,1,0,1
12500000.0,1150.0,kharghar,2.0,1,1,1,0,1
5000000.0,705.0,panvel,1.0,1,1,0,0,1
25700000.0,1505.0,goregaon west,3.0,1,1,1,1,1
8900000.0,600.0,borivali west,1.0,0,1,0,0,0
2850000.0,305.0,kharghar,1.0,0,1,1,1,0
8500000.0,550.0,andheri  east,1.0,0,0,0,0,0
4400000.0,670.0,ulwe,1.0,1,0,1,1,1
32100000.0,2100.0,powai,3.0,1,0,0,0,1
18200000.0,1100.0,unknown,1.0,1,1,0,0,0
10900000.0,1050.0,thane west,2.0,1,1,0,0,0
7000000.0,840.0,hiranandani estates,2.0,0,1,1,1,0
120000000.0,3600.0,worli,4.0,1,1,0,0,1
24500000.0,1527.0,thane west,3.0,1,0,1,0,1
7100000.0,1060.0,kalyan east,2.0,1,0,1,0,1
12500000.0,765.0,kandivali east,2.0,1,1,1,1,1
4390000.0,911.0,panvel,2.0,0,0,0,0,0
8200000.0,2061.0,mira road east,4.0,1,1,1,0,1
12100000.0,1600.0,sector-18 ulwe,3.0,0,1,1,1,0
14000000.0,1183.0,airoli,2.0,1,1,1,0,1
80000000.0,1980.0,bandra east,3.0,1,1,0,0,0
35000000.0,950.0,ville parle east,2.0,0,1,0,0,0
16500000.0,950.0,kurla,2.0,1,1,0,0,0
14500000.0,451.0,andheri  east,1.0,1,1,1,0,1
5000000.0,550.0,kharghar,1.0,0,1,1,1,0
58500000.0,3410.0,ghatkopar east,4.0,1,0,1,0,0
10700000.0,528.0,mira road east,2.0,1,1,0,0,1
6500000.0,1332.0,bhiwandi,3.0,1,1,1,0,1
16000000.0,1140.0,ghansoli,2.0,1,1,1,0,1
94900000.0,2255.0,bandra west,3.0,1,1,1,0,0
17200000.0,1100.0,karanjade,2.0,0,1,0,0,0
2600000.0,619.0,dronagiri,1.0,0,0,0,0,0
7500000.0,460.0,kandivali east,1.0,1,1,1,0,1
5500000.0,720.0,mira road east,1.0,0,1,1,0,0
20000000.0,1250.0,magathane,3.0,0,1,1,1,0
16500000.0,649.0,mulund east,2.0,0,0,0,0,0
27000000.0,1361.0,andheri  west,2.0,0,1,0,1,1
59400000.0,1080.0,poddar road,2.0,0,0,1,0,0
39000000.0,1271.0,vasant vihar,3.0,1,1,1,1,0
4500000.0,690.0,dombivali east,1.0,1,1,0,0,0
6500000.0,1240.0,panvel,2.0,1,1,1,0,1
6000000.0,660.0,ghansoli,1.0,0,0,0,0,0
3536000.0,1105.0,boisar,3.0,1,1,0,0,0
19900000.0,800.0,kandivali west,2.0,0,0,0,0,0
8500000.0,650.0,kandivali west,1.0,1,1,0,0,0
7300000.0,450.0,mira road and beyond,1.0,1,1,1,1,0
2500000.0,665.0,nala sopara,1.0,0,1,0,0,0
12000000.0,550.0,santacruz east,1.0,0,0,0,0,0
29000000.0,821.0,mulund west,3.0,1,1,1,0,1
16000000.0,2200.0,kamothe,3.0,1,1,1,0,1
8500000.0,1355.0,ulwe,2.0,0,0,0,0,0
7500000.0,600.0,unknown,1.0,0,1,0,0,0
8200000.0,1015.0,kharghar,2.0,0,1,0,0,0
7200000.0,1050.0,ulwe,2.0,1,0,1,0,0
19000000.0,1411.0,marol,1.0,1,1,1,0,0
7400000.0,800.0,mira road east,2.0,1,1,1,0,1
15300000.0,1275.0,thane west,2.0,1,1,1,0,0
19000000.0,1600.0,sainath nagar,3.0,0,1,1,1,0
66600000.0,833.0,willingdon,2.0,0,0,1,1,0
19000000.0,1267.0,belapur,3.0,1,1,1,0,0
35700000.0,1710.0,goregaon west,4.0,1,1,0,0,1
4500000.0,664.0,thane west,1.0,1,1,1,0,1
9000000.0,1060.0,kharghar,2.0,1,1,1,1,1
8200000.0,539.0,mira road east,2.0,1,1,1,0,1
5400000.0,697.0,ulwe,1.0,0,0,0,0,0
18500000.0,882.0,sanpada,2.0,1,1,1,1,1
5600000.0,661.0,sector 21 kamothe,1.0,1,1,1,1,0
16800000.0,922.0,andheri  east,2.0,1,1,1,1,1
4500000.0,560.0,thane west,1.0,1,0,1,0,0
13000000.0,510.0,parel,1.0,0,0,0,0,0
47500000.0,1440.0,wadala,3.0,1,1,0,0,1
18500000.0,1440.0,unknown,3.0,1,1,0,0,1
13500000.0,1549.0,kharghar,3.0,1,1,1,0,1
11700000.0,1440.0,panvel,3.0,0,0,0,0,0
4700000.0,695.0,kalyan west,1.0,1,1,1,0,0
6200000.0,650.0,kharghar,1.0,0,0,1,1,0
65000000.0,1600.0,santacruz west,4.0,1,1,1,0,0
6000000.0,693.0,unknown,1.0,1,1,0,0,1
15500000.0,850.0,dahisar,2.0,1,1,0,0,0
14500000.0,1000.0,dahisar west,2.0,0,1,1,0,0
2600000.0,500.0,unknown,1.0,0,0,1,0,0
6000000.0,900.0,kalyan west,2.0,1,1,0,0,1
8500000.0,507.0,thane,1.0,0,0,0,0,0
5800000.0,650.0,ulwe,1.0,1,1,0,0,0
16500000.0,1850.0,ulwe,3.0,1,1,0,0,1
7100000.0,890.0,mira road east,2.0,1,1,0,1,1
9100000.0,585.0,borivali west,1.0,0,0,0,0,0
4500000.0,540.0,dombivli (west),1.0,0,1,0,0,0
5800000.0,1080.0,bhiwandi,2.0,1,1,1,0,1
22000000.0,2000.0,kharghar,3.0,1,1,1,1,1
5200000.0,1166.0,kalyan west,2.0,1,1,0,0,0
8000000.0,930.0,kamothe,2.0,1,0,1,0,1
3599000.0,620.0,kalyan west,1.0,0,1,1,1,0
4600000.0,650.0,mira road east,1.0,0,1,1,1,0
11500000.0,1100.0,kurla west,2.0,0,1,0,0,0
17200000.0,1112.0,chembur,2.0,1,1,1,0,0
5999000.0,905.0,thane west,2.0,1,1,1,0,1
23500000.0,1325.0,kandivali east,3.0,0,1,0,0,1
8400000.0,950.0,panvel,2.0,1,1,1,0,1
3372000.0,412.0,virar,1.0,1,1,0,0,1
6500000.0,514.0,thane west,1.0,0,0,0,0,0
13000000.0,1319.0,ulwe,3.0,1,1,0,0,1
4800000.0,600.0,kamothe,1.0,1,1,1,1,0
5100000.0,427.0,owale,1.0,1,1,1,1,1
16000000.0,2200.0,kharghar,4.0,1,1,1,1,1
6000000.0,1065.0,thane,2.0,0,1,1,0,0
12700000.0,1190.0,thane west,2.0,1,1,0,0,1
5300000.0,687.0,panvel,1.0,0,1,0,0,0
15500000.0,915.0,powai,2.0,1,0,1,0,1
38500000.0,985.0,ville parle west,3.0,0,1,0,0,0
10900000.0,876.0,thane west,2.0,0,1,1,0,1
16250000.0,950.0,borivali east,2.0,1,1,0,1,1
5500000.0,650.0,kharghar,1.0,0,0,1,1,0
16200000.0,1555.0,thane west,3.0,1,1,0,1,1
12000000.0,1580.0,ulwe,3.0,0,1,0,0,1
13000000.0,880.0,jogeshwari west,2.0,0,1,0,0,0
18500000.0,950.0,jogeshwari west,2.0,0,0,0,0,0
2500000.0,525.0,nalasopara east,1.0,0,0,0,0,0
11900000.0,1461.0,thane west,3.0,1,1,0,0,1
10000000.0,748.0,powai,1.0,1,1,1,0,1
23000000.0,1850.0,belapur,3.0,1,1,0,0,1
55000000.0,1950.0,andheri  west,3.0,1,1,1,1,1
24000000.0,1240.0,kandivali,3.0,0,1,1,0,1
3600000.0,910.0,ambernath west,2.0,0,1,0,0,1
17500000.0,1630.0,sector 7 kharghar,3.0,0,0,1,0,1
4000000.0,665.0,taloja,1.0,0,0,1,1,0
11100000.0,602.0,powai,1.0,0,1,1,0,1
25400000.0,1431.0,wadala,2.0,1,1,1,0,1
5100000.0,1017.0,bhiwandi,2.0,1,1,1,0,1
15000000.0,1016.0,chembur,2.0,1,1,1,1,0
26500000.0,1740.0,bhandup west,3.0,1,0,0,0,0
28800000.0,907.0,ville parle east,2.0,1,1,1,0,1
13500000.0,910.0,sanpada,2.0,1,1,1,1,1
84500000.0,1409.0,bandra west,3.0,1,1,1,0,1
2910000.0,551.0,virar,1.0,1,1,1,0,1
2500000.0,540.0,virar east,1.0,0,0,0,0,0
27000000.0,900.0,unknown,2.0,0,0,0,0,0
23000000.0,1850.0,seawoods,3.0,1,1,0,0,0
6200000.0,868.0,bhiwandi,2.0,1,1,1,1,1
24000000.0,1300.0,andheri  west,2.0,1,1,1,1,1
4200000.0,650.0,ulwe,1.0,0,1,0,0,0
26000000.0,1500.0,borivali west,3.0,0,1,0,0,0
16500000.0,1220.0,thane west,2.0,1,1,0,0,1
9550000.0,614.0,mira road east,1.0,1,1,1,0,1
40400000.0,1261.0,ville parle east,3.0,1,1,1,0,1
3125000.0,338.0,virar,1.0,0,0,0,0,1
3800000.0,890.0,virar,2.0,1,1,0,0,1
9200000.0,560.0,dahisar west,1.0,0,0,0,0,0
14750000.0,320.0,ville parle east,1.0,0,0,0,0,0
8100000.0,1137.0,mira road east,2.0,1,1,1,0,1
35000000.0,700.0,khar,2.0,0,1,1,0,0
4400000.0,676.0,kalyan west,1.0,1,1,1,0,0
8100000.0,500.0,mira road east,2.0,1,1,1,1,0
6900000.0,850.0,sector 17 ulwe,2.0,1,0,1,0,0
29000000.0,665.0,ville parle east,2.0,0,1,0,0,0
33700000.0,1600.0,chembur,3.0,0,0,1,0,0
26500000.0,1100.0,koldongri,3.0,0,0,1,1,0
7650000.0,621.0,mira road east,2.0,0,0,0,0,0
5300000.0,275.0,thane,1.0,1,1,0,0,0
8800000.0,990.0,mira road east,2.0,0,1,1,0,0
16900000.0,904.0,chembur,2.0,1,1,1,0,1
10000000.0,650.0,kandivali west,1.0,1,1,1,0,1
7000000.0,540.0,thane west,1.0,0,1,0,0,0
40000000.0,2100.0,unknown,4.0,1,1,1,1,1
7800000.0,545.0,thane west,1.0,0,1,1,1,0
5250000.0,650.0,mira road east,1.0,0,1,0,0,0
2288000.0,572.0,vasai,1.0,0,0,0,0,0
4200000.0,555.0,kalyan west,1.0,0,1,0,0,0
8500000.0,1155.0,ulwe,2.0,0,0,0,0,0
5300000.0,670.0,kharghar,1.0,1,1,1,1,1
8900000.0,635.0,borivali west,1.0,1,1,1,0,1
8000000.0,1095.0,kalyan west,2.0,0,0,0,0,0
46000000.0,1150.0,worli,2.0,1,1,0,1,1
27500000.0,1400.0,unknown,3.0,1,1,1,0,1
7950000.0,1060.0,mira road east,2.0,1,1,0,0,0
9500000.0,500.0,borivali west,1.0,0,1,0,0,0
5500000.0,670.0,unknown,1.0,1,1,1,1,1
4500000.0,810.0,kalyan west,2.0,1,1,1,0,0
3600000.0,605.0,kalyan west,1.0,1,1,0,0,1
7600000.0,1079.0,ulwe,2.0,0,1,0,0,0
12500000.0,802.0,andheri  east,1.0,1,1,0,0,1
21500000.0,881.0,chembur,2.0,0,1,0,0,0
3400000.0,680.0,nala sopara,1.0,0,1,0,0,0
19000000.0,1350.0,unknown,3.0,0,0,1,1,0
8000000.0,990.0,mira road east,2.0,0,0,0,0,0
18000000.0,1278.0,chembur,2.0,1,1,1,0,0
22100000.0,885.0,mulund west,3.0,1,0,0,0,0
13700000.0,990.0,kandivali west,2.0,0,1,0,0,0
5200000.0,350.0,malad west,1.0,0,1,0,0,0
17000000.0,1200.0,ghansoli,2.0,1,1,1,0,1
4500000.0,565.0,mira road east,1.0,0,0,0,0,0
3250000.0,600.0,unknown,1.0,1,1,0,0,1
17500000.0,750.0,malad west,2.0,1,1,0,1,0
11800000.0,1150.0,kharghar,2.0,1,1,1,0,1
14500000.0,1655.0,sector-18 ulwe,3.0,0,1,1,1,0
12700000.0,1125.0,kharghar,2.0,0,0,0,1,0
8198999.0,1050.0,mira road east,2.0,1,1,0,0,1
9800000.0,1090.0,kharghar,2.0,0,0,1,1,0
33000000.0,1400.0,chembur east,3.0,0,1,1,1,0
11000000.0,1100.0,majiwada thane,2.0,0,0,1,1,0
11500000.0,650.0,chembur,1.0,0,1,0,0,0
5250000.0,600.0,kharghar,1.0,1,1,0,1,1
5600000.0,700.0,mira road east,1.0,1,0,1,0,1
23000000.0,1680.0,sector-8 sanpada,4.0,0,1,1,1,0
26000000.0,1250.0,dahisar,3.0,0,1,1,1,0
26750000.0,2050.0,malad east,3.0,1,1,1,1,1
11800000.0,900.0,sanpada,2.0,1,1,1,1,1
4300000.0,564.0,thane west,1.0,0,1,0,0,1
55000000.0,1500.0,juhu,3.0,0,0,0,0,0
4050000.0,638.0,kamothe,1.0,1,1,1,1,0
3125000.0,700.0,taloja,1.0,0,0,1,1,0
79900000.0,1835.0,parel,3.0,0,1,0,0,1
8500000.0,405.0,vazira,1.0,0,1,1,1,0
2800000.0,545.0,virar east,1.0,0,0,0,0,0
2800000.0,482.0,rasayani,1.0,1,1,1,0,1
2300000.0,740.0,boisar,2.0,1,1,1,0,1
11000000.0,473.0,chembur,1.0,0,1,1,0,0
5700000.0,1718.0,ulwe,4.0,0,0,0,0,0
9000000.0,1150.0,ulwe,2.0,0,1,0,0,0
5500000.0,354.0,dahisar,1.0,0,0,0,0,0
8000000.0,1075.0,kharghar,2.0,1,1,1,1,1
4225000.0,650.0,ulwe,1.0,0,1,0,0,0
2250000.0,252.0,naigaon east,1.0,1,1,1,0,0
21500000.0,1450.0,borivali east,2.0,1,1,0,0,1
9000000.0,492.0,dahisar,1.0,0,0,0,0,0
4800000.0,1075.0,virar west,2.0,0,1,0,0,0
16500000.0,1654.0,sector9 kamothe,3.0,1,1,1,1,0
7000000.0,895.0,kalyan west,2.0,1,1,1,0,1
3500000.0,687.0,ulwe,1.0,0,0,0,0,0
29500000.0,2100.0,ville parle east,5.0,0,1,0,0,0
27500000.0,1404.0,goregaon east,2.0,1,1,1,1,1
40000000.0,893.0,worli,2.0,0,1,0,0,1
8100000.0,372.0,borivali east,1.0,1,0,0,0,0
11399999.0,448.0,akurli nagar,1.0,0,1,1,1,0
3700000.0,440.0,mira road east,1.0,0,1,1,0,0
6575000.0,369.0,mira road east,1.0,1,1,0,0,1
8400000.0,1150.0,ulwe,2.0,0,1,0,0,0
5760000.0,645.0,thane west,1.0,1,1,1,0,1
22000000.0,788.0,andheri  west,3.0,0,0,0,0,0
19500000.0,1050.0,powai  lake,2.0,1,1,1,1,0
4600000.0,700.0,kalyan west,1.0,1,1,1,0,1
2400000.0,500.0,nalasopara west,1.0,0,0,0,0,0
8500000.0,1045.0,kalyan west,2.0,1,1,1,0,1
25000000.0,1400.0,goregaon east,3.0,0,1,0,1,0
2515000.0,710.0,nala sopara,2.0,0,1,0,0,0
23000000.0,907.0,kandivali west,3.0,0,1,0,0,0
2450000.0,550.0,ambernath west,1.0,1,0,1,1,1
8100000.0,1050.0,mira road east,2.0,1,1,0,0,1
7000000.0,1003.0,kamothe,2.0,1,1,1,1,0
12000000.0,851.0,sanpada,2.0,1,1,1,1,1
3900000.0,650.0,kalyan west,1.0,1,1,0,0,0
19200000.0,1278.0,chembur,2.0,1,1,1,0,0
4000000.0,600.0,sector 21 kamothe,1.0,0,0,1,1,0
5000000.0,570.0,kharghar,1.0,0,1,1,1,0
9500000.0,1050.0,kharghar,2.0,1,1,1,1,0
3900000.0,380.0,kandivali west,1.0,0,1,0,0,0
3300000.0,670.0,koproli,1.0,1,1,1,0,1
2750000.0,700.0,badlapur east,1.0,1,1,1,0,1
12000000.0,975.0,kandivali west,2.0,0,0,0,0,0
25500000.0,1900.0,unknown,3.0,0,1,0,0,1
15000000.0,1050.0,dattapada,2.0,0,1,1,1,0
2021000.0,600.0,mumbai,1.0,0,1,1,1,0
15000000.0,971.0,panch pakhadi,2.0,0,0,1,0,0
13500000.0,1560.0,sector 22 kamothe,3.0,1,1,1,0,0
5300000.0,710.0,mira road east,1.0,1,1,0,0,0
29000000.0,690.0,ville parle east,2.0,0,1,0,0,0
8580000.0,390.0,kurla,1.0,1,0,0,0,0
3500000.0,550.0,koproli,1.0,0,0,0,0,0
25000000.0,2400.0,kharghar,5.0,1,1,1,1,1
8650000.0,980.0,malad west,1.0,1,0,1,0,1
13000000.0,1001.0,belapur,2.0,0,1,0,0,1
7100000.0,1200.0,panvel,3.0,1,1,0,0,1
11500000.0,1075.0,koper khairane,2.0,0,1,0,0,0
19000000.0,1050.0,dattapada,2.0,0,1,1,0,0
250000000.0,5200.0,bandra kurla complex,5.0,1,1,1,1,1
2400000.0,700.0,badlapur west,1.0,1,0,0,0,0
35000000.0,1000.0,bandra west,2.0,0,1,1,0,0
3800000.0,400.0,mira road and beyond,1.0,1,1,0,1,0
24500000.0,1350.0,kandivali east,3.0,1,1,1,0,1
4700000.0,310.0,kandivali east,1.0,0,1,1,0,0
2400000.0,535.0,nala sopara,1.0,0,1,0,0,0
7798999.0,700.0,malad west,1.0,1,0,1,0,1
18500000.0,1100.0,powai,2.0,1,1,1,0,1
24500000.0,906.0,wadala,2.0,1,1,0,0,1
15500000.0,610.0,sewri,1.0,0,1,0,0,0
47000000.0,2600.0,wadala east wadala,3.0,1,1,1,1,0
22500000.0,1650.0,goregaon west,3.0,1,1,0,0,1
9500000.0,1000.0,kharghar,2.0,1,0,0,0,0
14500000.0,960.0,goregaon east,2.0,1,1,0,0,1
2350000.0,390.0,kalyan west,1.0,0,0,0,0,0
8600000.0,615.0,seawoods,1.0,0,1,0,0,0
13000000.0,900.0,chembur,2.0,1,1,1,1,0
8600000.0,989.0,unknown,2.0,1,1,0,0,1
20500000.0,1015.0,bhandup west,3.0,1,1,1,0,1
17100000.0,1100.0,seawoods,2.0,0,1,1,1,0
2000000.0,400.0,kharegaon,1.0,0,1,1,1,0
2500000.0,500.0,virar west,1.0,0,0,0,0,0
38500000.0,1660.0,goregaon east,4.0,0,0,0,0,0
18000000.0,1050.0,goregaon east,2.0,0,0,0,0,0
18000000.0,1006.0,andheri  west,2.0,1,1,1,0,1
57200000.0,1655.0,wadala,3.0,1,1,1,1,1
