id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
18546,PROJECT,Runwal Lands End,Runwal Lands End,,"Kolshet, Thane West",₹79 - 99 L | ₹1.11 - 1.49 Cr,,,,,2 BHK,,,,"Kendriya Vidyalaya, Air Force Station | Deloitte ithink lodha","Finest 1,2 BHK apartments in Kolshet available for sale in Runwal Lands End. The housing society is RERA-registered with P51700033799 registration number. Runwal Lands End has apartments in multiple configurations, in range of 354 - 676 sqft. Prices of apartments in this project, vary between Rs. 79 L - 1.49 Cr",Runwal Realty,,,https://www.99acres.com/runwal-lands-end-kolshet-mumbai-thane-npxid-r18546,1 BHK Apartment: ₹79 - 99 L | 2 BHK Apartment: ₹1.11 - 1.49 Cr,1
386074,PROJECT,The Address By GS Thane,The Address By GS Thane,,"Pokhran 2, Thane",₹2.3 - 2.99 Cr | ₹3.56 - 4.68 Cr,,,,,4 BHK,,,,Smt Sunitidevi School | Bethany Hospital,"Finest 3,4 BHK apartments in Pokhran 2 available for sale in The Address By GS Thane. Apartments in The Address By GS Thane have CARPET area ranging between 991 - 1,928 sqft. Apartments in this complex are available in price range of Rs. 2.3 - 4.68 Cr. The Address By GS Thane 's RERA registration number is P51700031762",Raymond Realty,,,https://www.99acres.com/the-address-by-gs-thane-pokhran-2-mumbai-thane-npxid-r386074,3 BHK Apartment: ₹2.3 - 2.99 Cr | 4 BHK Apartment: ₹3.56 - 4.68 Cr,1
343401,PROJECT,Kalpataru Parkcity,Kalpataru Parkcity,,"Kolshet Industrial Area, Thane West",₹1.65 - 2.79 Cr | ₹3.16 - 5.62 Cr | ₹6.15 Cr,,,,,4 BHK,,,,NaMo Central Park | R Mall,"Kalpataru Parkcity society now offers elegantly built 2,3,4 BHK apartments in Kolshet Industrial Area. Here units have different sizes, mostly in range of 470 - 1,753 sqft CARPET area. This society offers apartments in the price range of Rs. 1.65 - 6.15 Cr. This society is RERA approved and P51700020175 is the RERA number",Kalpataru,,,https://www.99acres.com/kalpataru-parkcity-kolshet-industrial-area-mumbai-thane-npxid-r343401,2 BHK Apartment: ₹1.65 - 2.79 Cr | 3 BHK Apartment: ₹3.16 - 5.62 Cr | 4 BHK Apartment: ₹6.15 Cr,1
464994,PROJECT,Crest Avenue,Crest Avenue,,"Naupada, Thane West",₹1.22 - 1.45 Cr | ₹1.77 - 2.19 Cr | ₹2 - 2.7 Cr,,,,,3 BHK,,,,Thane Railway Station | Korum Mall,"Choose your dream home from the wide variety of 1,2,3 BHK apartments in Naupada, available for sale in Crest Avenue. Apartment prices in this housing society vary in the range of Rs. 1.22 - 2.7 Cr. Here units have different sizes, mostly in range of 486 - 1,083 sqft CARPET area. This society is RERA approved and PM1330002600029 is the RERA number",Shree Krishna Group,,,https://www.99acres.com/crest-avenue-naupada-mumbai-thane-npxid-r464994,1 BHK Apartment: ₹1.22 - 1.45 Cr | 2 BHK Apartment: ₹1.77 - 2.19 Cr | 3 BHK Apartment: ₹2 - 2.7 Cr,1
429967,PROJECT,Dosti Willow,Dosti Willow,,"Balkum, Thane",₹1.82 Cr | ₹2.76 - 2.78 Cr,,,,,3 BHK,,,,EuroSchool Balkum | University of Mumbai,"Dosti Willow, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Balkum. Dosti Willow apartments are available in multiples sizes, ranging from 833 - 1,275 sqft CARPET area. This society is RERA approved and P51700056278 is the RERA number. Apartments in this complex are available in price range of Rs. 1.82 - 2.78 Cr",Dosti Realty,,,https://www.99acres.com/dosti-willow-balkum-mumbai-thane-npxid-r429967,2 BHK Apartment: ₹1.82 Cr | 3 BHK Apartment: ₹2.76 - 2.78 Cr,1
5518,PROJECT,Magnolias Neelkanth Greens,Magnolias Neelkanth Greens,,"Manpada, Thane",₹1.55 - 1.65 Cr | ₹2.17 Cr,,,,,3 BHK,,,,High Street Mall | St. Xaviers English High School,"Magnolias Neelkanth Greens, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Manpada. The housing society is RERA-registered with P51700013969 registration number. Apartment prices in this housing society vary in the range of Rs. 1.55 - 2.17 Cr. Here units have different sizes, mostly in range of 740 - 989 sqft CARPET area",Neelkanth Group Mumbai Thane,,,https://www.99acres.com/magnolias-neelkanth-greens-manpada-mumbai-thane-npxid-r5518,2 BHK Apartment: ₹1.55 - 1.65 Cr | 3 BHK Apartment: ₹2.17 Cr,1
464582,PROJECT,Dosti Primus,Dosti Primus,,"Balkum, Thane",₹1.53 - 1.82 Cr | ₹2.21 - 2.38 Cr,,,,,3 BHK,,,,Balkum Naka Metro Station (upcoming) | Narayana eTechno (CBSE) School,"Here are beautifully built 2,3 BHK apartments in Balkum, available for sale at Dosti Primus. The housing society is RERA-registered with PM1331012500812 registration number. Here units have different sizes, mostly in range of 794 - 1,232 sqft CARPET area. This society offers apartments in the price range of Rs. 1.53 - 2.38 Cr",Dosti Realty,,,https://www.99acres.com/dosti-primus-balkum-mumbai-thane-npxid-r464582,2 BHK Apartment: ₹1.53 - 1.82 Cr | 3 BHK Apartment: ₹2.21 - 2.38 Cr,1
413108,PROJECT,Dosti Heron,Dosti Heron,,"Balkum, Thane",₹1.26 Cr,,,,,2 BHK,,,,Narayana E Techno School | University of Mumbai Thane,"Spacious 2 BHK apartments in Balkum are available for sale.Check out latest property options at Dosti Heron housing society. Here units have different sizes, mostly in range of 604 sqft CARPET area. Dosti Heron is a RERA- registered society and P51700050253 is the RERA registration number. Prices of apartments in this project, vary between Rs. 1.26 Cr",Dosti Realty,,,https://www.99acres.com/dosti-heron-balkum-mumbai-thane-npxid-r413108,2 BHK Apartment: ₹1.26 Cr,1
462339,PROJECT,Puraniks Rahayu,Puraniks Rahayu,,"Ghodbunder Road, Thane",₹49.99 - 59.74 L | ₹89.99 L - 1.08 Cr,,,,,2 BHK,,,,State Highway 42 | Solaris Super Speciality Hospital,"Puraniks Rahayu society now offers elegantly built 1,2 BHK apartments in Ghodbunder Road. Apartments in Puraniks Rahayu have CARPET area ranging between 351 - 706 sqft. Prices of apartments in this project, vary between Rs. 49.99 L - 1.08 Cr. This society is RERA approved and PR1332022501317 is the RERA number",Puraniks,,,https://www.99acres.com/puraniks-rahayu-ghodbunder-road-mumbai-thane-npxid-r462339,1 BHK Apartment: ₹49.99 - 59.74 L | 2 BHK Apartment: ₹89.99 L - 1.08 Cr,1
387304,PROJECT,Dosti Nest,Dosti Nest,,Thane West,₹64 L,,,,,1 BHK,,,,CP Goenka International School | Rustomjee Cambridge School,"Looking for your dream home? Explore 1 BHK apartments in Thane West, now available in Dosti Nest. Apartments in this complex are available in price range of Rs. 64 L. Dosti Nest is a RERA- registered society and P51700033640 is the RERA registration number. Here units have different sizes, mostly in range of 322 sqft CARPET area",Dosti Realty,,,https://www.99acres.com/dosti-nest-thane-west-mumbai-npxid-r387304,1 BHK Apartment: ₹64 L,1
463509,PROJECT,Dosti 604,Dosti 604,,"Wagle Industrial Estate, Thane West",₹1.49 Cr | ₹2.42 - 2.49 Cr,,,,,3 BHK,,,,Wagle Industrial Estate | National Highway 48,"Dosti 604, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Wagle Industrial Estate. Prices of apartments in this project, vary between Rs. 1.49 - 2.49 Cr. Apartments in Dosti 604 have CARPET area ranging between 700 - 1,100 sqft. This society is RERA approved and PR1330002502719 is the RERA number",Dosti Group,,,https://www.99acres.com/dosti-604-wagle-industrial-estate-mumbai-thane-npxid-r463509,2 BHK Apartment: ₹1.49 Cr | 3 BHK Apartment: ₹2.42 - 2.49 Cr,1
428349,PROJECT,Ashar Merac,Ashar Merac,,"Wagle Estate, Thane West",₹1.08 Cr | ₹1.35 - 1.7 Cr | ₹2.08 - 2.25 Cr | ₹3.26 - 3.36 Cr,,,,,4 BHK,,,,R Mall | Ashar IT Park,"Beautiful 1,2,3,4 BHK apartments in Wagle Estate, are now available in Ashar Merac housing project. Apartments in this complex are available in price range of Rs. 1.08 - 3.36 Cr. This society is RERA approved and P51700056361 is the RERA number. Ashar Merac has apartments in multiple configurations, in range of 444 - 1,342 sqft",Ashar,,,https://www.99acres.com/ashar-merac-wagle-estate-mumbai-thane-npxid-r428349,1 BHK Apartment: ₹1.08 Cr | 2 BHK Apartment: ₹1.35 - 1.7 Cr | 3 BHK Apartment: ₹2.08 - 2.25 Cr | 4 BHK Apartment: ₹3.26 - 3.36 Cr,1
1184,PROJECT,Puraniks Rumah Bali,Puraniks Rumah Bali,,"Ghodbunder Road, Thane",₹49.99 - 69.32 L | ₹79.88 - 96.02 L | ₹1.05 - 1.07 Cr,,,,,3 BHK,,,,National Highway 48 | Podar International School,"Looking for your dream home? Explore 1,2,3 BHK apartments in Ghodbunder Road, now available in Puraniks Rumah Bali. This society is RERA approved and P51700000689 is the RERA number. Apartments in this complex are available in price range of Rs. 49.99 L - 1.07 Cr. Apartments in Puraniks Rumah Bali have CARPET area ranging between 330 - 691 sqft",Puraniks,,,https://www.99acres.com/puraniks-rumah-bali-ghodbunder-road-mumbai-thane-npxid-r1184,1 BHK Apartment: ₹49.99 - 69.32 L | 2 BHK Apartment: ₹79.88 - 96.02 L | 3 BHK Apartment: ₹1.05 - 1.07 Cr,1
460474,PROJECT,Poonam Chhaya,Poonam Chhaya,,"Panch Pakhadi, Thane West",₹1.49 - 2.02 Cr | ₹1.96 - 2.42 Cr,,,,,3 BHK,,,,Eastern Expressway | RTO Metro Station,"Poonam Chhaya, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Panch Pakhadi. This society offers apartments in the price range of Rs. 1.49 - 2.42 Cr. Poonam Chhaya has apartments in multiple configurations, in range of 661 - 1,074 sqft. Poonam Chhaya is a RERA- registered society and PR1330002501631 is the RERA registration number",Emperor Group,,,https://www.99acres.com/poonam-chhaya-panch-pakhadi-mumbai-thane-npxid-r460474,2 BHK Apartment: ₹1.49 - 2.02 Cr | 3 BHK Apartment: ₹1.96 - 2.42 Cr,1
435543,PROJECT,Embassy One Thane,Embassy One Thane,,"Pokhran 2, Thane",₹1.95 - 2.13 Cr | ₹2.51 - 2.61 Cr,,,,,3 BHK,,,,TCS | New Horizon Scholars School,"Here are beautifully built 2,3 BHK apartments in Pokhran 2, available for sale at Embassy One Thane. Apartment prices in this housing society vary in the range of Rs. 1.95 - 2.61 Cr. The housing society is RERA-registered with P51700077743 registration number. Apartments in Embassy One Thane have CARPET area ranging between 783 - 1,062 sqft",Embassy Group,,,https://www.99acres.com/embassy-one-thane-pokhran-2-mumbai-thane-npxid-r435543,2 BHK Apartment: ₹1.95 - 2.13 Cr | 3 BHK Apartment: ₹2.51 - 2.61 Cr,1
237262,PROJECT,Piramal Vaikunth,Piramal Vaikunth,,"Balkum, Thane",₹75 L - 1.38 Cr | ₹1.09 - 2.26 Cr | ₹2.22 - 3.74 Cr | ₹2.59 - 3.48 Cr | ₹5.9 - 7.37 Cr,,,,,5 BHK,,,,NH848 | Narayana e-Techno School,"Beautiful 1,2,3,4,5 BHK apartments in Balkum, are now available in Piramal Vaikunth housing project. This society offers apartments in the price range of Rs. 75 L - 7.37 Cr. Piramal Vaikunth has apartments in multiple configurations, in range of 318 - 2,500 sqft. Piramal Vaikunth 's RERA registration number is P51700003793",Piramal Realty,,,https://www.99acres.com/piramal-vaikunth-balkum-mumbai-thane-npxid-r237262,1 BHK Apartment: ₹75 L - 1.38 Cr | 2 BHK Apartment: ₹1.09 - 2.26 Cr | 3 BHK Apartment: ₹2.22 - 3.74 Cr | 4 BHK Apartment: ₹2.59 - 3.48 Cr | 5 BHK Apartment: ₹5.9 - 7.37 Cr,1
388690,PROJECT,Ashar Arize,Ashar Arize,,"Kalwa, Thane",₹1.05 - 1.1 Cr | ₹1.48 - 1.52 Cr,,,,,2 BHK,,,,Sapphire Hospitals | Milagris English School,"Spacious 1,2 BHK apartments in Kalwa are available for sale.Check out latest property options at Ashar Arize housing society. Ashar Arize apartments are available in multiples sizes, ranging from 457 - 663 sqft CARPET area. This society is RERA approved and P51700034211 is the RERA number. Prices of apartments in this project, vary between Rs. 1.05 - 1.52 Cr",Ashar,,,https://www.99acres.com/ashar-arize-kalwa-thane-npxid-r388690,1 BHK Apartment: ₹1.05 - 1.1 Cr | 2 BHK Apartment: ₹1.48 - 1.52 Cr,1
464678,PROJECT,Sai Siya Park,Sai Siya Park,,"Kalher, Thane West",₹21 - 27.3 L | ₹12.8 - 17 L,,,,,1 BHK,,,,,"Sai Siya Park brings you beautifully designed 1 BHK Apartment and 1 BHK Studio Apartment in Kalher. Gymnasium, Children's Play Area and Terrace Garden are some of the popular amenities offered in this project. Property options in Sai Siya Park varies between 320 - 650 sqft. Prices here start from Rs. 12.8 L",Sai Siya Constructions,,,https://www.99acres.com/sai-siya-park-kalher-mumbai-thane-npxid-r464678,1 BHK Apartment: ₹21 - 27.3 L | 1 RK Studio Apartment: ₹12.8 - 17 L,1
444035,PROJECT,Kartik Enclave,Kartik Enclave,,"Kalher, Thane West",₹41.7 - 41.91 L | ₹59.11 - 60.41 L,,,,,2 BHK,,,,Kalher Metro Station | Kasheli Metro Station,"Spacious 1,2 BHK apartments in Kalher are available for sale.Check out latest property options at Kartik Enclave housing society. This society is RERA approved and P51700079492 is the RERA number. Here units have different sizes, mostly in range of 439 - 626 sqft CARPET area. Apartment prices in this housing society vary in the range of Rs. 41.7 - 60.41 L",Shivaay Developers Thane,,,https://www.99acres.com/kartik-enclave-kalher-mumbai-thane-npxid-r444035,1 BHK Apartment: ₹41.7 - 41.91 L | 2 BHK Apartment: ₹59.11 - 60.41 L,2
427315,PROJECT,Shree Prasad CHSL,Shree Prasad CHSL,,"Naupada, Thane West",₹1.16 Cr | ₹1.12 - 1.6 Cr,,,,,2 BHK,,,,Naupada Road | Ram Maruti Road,"Looking for your dream home? Explore 1,2 BHK apartments in Naupada, now available in Shree Prasad CHSL. Here units have different sizes, mostly in range of 560 - 780 sqft CARPET area. Prices of apartments in this project, vary between Rs. 1.12 - 1.6 Cr. The housing society is RERA-registered with P51700055985 registration number",LCon Infra LLP,,,https://www.99acres.com/shree-prasad-chsl-naupada-mumbai-thane-npxid-r427315,1 BHK Apartment: ₹1.16 Cr | 2 BHK Apartment: ₹1.12 - 1.6 Cr,2
408937,PROJECT,Raghunath Heights,Raghunath Heights,,"Kalher, Thane West",₹33.77 - 36.68 L | ₹40.01 - 45.89 L,,,,,2 BHK,,,,Bhiwandi Station | Viviana Mall,"Choose your dream home from the wide variety of 1,2 BHK apartments in Kalher, available for sale in Raghunath Heights. Apartments in this complex are available in price range of Rs. 33.77 - 45.89 L. The housing society is RERA-registered with P51700047773 registration number. Here units have different sizes, mostly in range of 395 - 538 sqft CARPET area",Khrushna Infrastructure Builders,,,https://www.99acres.com/raghunath-heights-kalher-mumbai-thane-npxid-r408937,1 BHK Apartment: ₹33.77 - 36.68 L | 2 BHK Apartment: ₹40.01 - 45.89 L,2
404256,PROJECT,Codename Panchtatva,Codename Panchtatva,,"Panch Pakhadi, Thane West",₹1.54 Cr | ₹1.83 - 2.35 Cr,,,,,3 BHK,,,,Singhania International School | St. John High School,"Check out 2,3 BHK apartments in Panch Pakhadi, now available for sale at Codename Panchtatva. This society is RERA approved and P51700048590 is the RERA number. Prices of apartments in this project, vary between Rs. 1.54 - 2.35 Cr. Codename Panchtatva apartments are available in multiples sizes, ranging from 748 - 1,166 sqft CARPET area",Yuvan Group and Shivesh Group,,,https://www.99acres.com/codename-panchtatva-panch-pakhadi-mumbai-thane-npxid-r404256,2 BHK Apartment: ₹1.54 Cr | 3 BHK Apartment: ₹1.83 - 2.35 Cr,2
460609,PROJECT,Birla Taranya,Birla Taranya,,"Kalwa, Thane",₹87.66 L - 1.48 Cr | ₹1.4 - 1.73 Cr | ₹2.26 - 2.79 Cr,,,,,3 BHK,,,,Chhatrapati Shivaji Maharaj Hospital | Kalva Railway Station,"Beautiful 1,2,3 BHK apartments in Kalwa, are now available in Birla Taranya housing project. Birla Taranya 's RERA registration number is PR1331012502243. This society offers apartments in the price range of Rs. 87.66 L - 2.79 Cr. Apartments in Birla Taranya have CARPET area ranging between 487 - 1,165 sqft",Birla Estates,,,https://www.99acres.com/birla-taranya-kalwa-thane-npxid-r460609,1 BHK Apartment: ₹87.66 L - 1.48 Cr | 2 BHK Apartment: ₹1.4 - 1.73 Cr | 3 BHK Apartment: ₹2.26 - 2.79 Cr,2
4382,PROJECT,Rustomjee La Vie,Rustomjee La Vie,,"Majiwada, Thane",₹1.42 - 1.72 Cr | ₹2.19 - 2.73 Cr,,,,,3 BHK,,,,Eastern Express Highway | University of Mumbai,"Beautiful 2,3 BHK apartments in Majiwada, are now available in Rustomjee La Vie housing project. This society offers apartments in the price range of Rs. 1.42 - 2.73 Cr. Rustomjee La Vie is a RERA- registered society and P51700053109 is the RERA registration number. Rustomjee La Vie has apartments in multiple configurations, in range of 570 - 1,052 sqft",Rustomjee Builders,,,https://www.99acres.com/rustomjee-la-vie-majiwada-mumbai-thane-npxid-r4382,2 BHK Apartment: ₹1.42 - 1.72 Cr | 3 BHK Apartment: ₹2.19 - 2.73 Cr,2
444029,PROJECT,Nemmi Panchganga,Nemmi Panchganga,,"Majiwada, Thane",₹1.08 - 1.35 Cr | ₹1.46 Cr,,,,,3 BHK,,,,Korum Mall | Viviana Mall,"Check out 2,3 BHK apartments in Majiwada, now available for sale at Nemmi Panchganga. Apartments in this complex are available in price range of Rs. 1.08 - 1.46 Cr. Nemmi Panchganga has apartments in multiple configurations, in range of 500 - 659 sqft. This society is RERA approved and P51700079393 is the RERA number",Nemmi Realty,,,https://www.99acres.com/nemmi-panchganga-majiwada-mumbai-thane-npxid-r444029,2 BHK Apartment: ₹1.08 - 1.35 Cr | 3 BHK Apartment: ₹1.46 Cr,2
431021,PROJECT,Hiranandani Westgate,Hiranandani Westgate,,"Hiranandani Estate, Thane",₹1.31 - 2.64 Cr | ₹2.79 - 3.81 Cr | ₹5.3 - 5.58 Cr,,,,,4 BHK,,,,Hiranandani Foundation School | Suraj Water Park,"Finest 2,3,4 BHK apartments in Hiranandani Estate available for sale in Hiranandani Westgate. This society offers apartments in the price range of Rs. 1.31 - 5.58 Cr. This society is RERA approved and P51700077268 is the RERA number. Here units have different sizes, mostly in range of 483 - 1,662 sqft CARPET area",House of Hiranandani,,,https://www.99acres.com/hiranandani-westgate-hiranandani-estate-mumbai-thane-npxid-r431021,2 BHK Apartment: ₹1.31 - 2.64 Cr | 3 BHK Apartment: ₹2.79 - 3.81 Cr | 4 BHK Apartment: ₹5.3 - 5.58 Cr,2
450054,PROJECT,Balkrishna CHSL,Balkrishna CHSL,,"Naupada, Thane West",₹1.15 - 1.17 Cr | ₹1.65 Cr,,,,,2 BHK,,,,Thane West Railway Station | Bedekar Hospital,"Beautiful 1,2 BHK apartments in Naupada, are now available in Balkrishna CHSL housing project. Balkrishna CHSL apartments are available in multiples sizes, ranging from 453 - 659 sqft CARPET area. This society is RERA approved and P51700079846 is the RERA number. Prices of apartments in this project, vary between Rs. 1.15 - 1.65 Cr",Balkrishna CHS Ltd,,,https://www.99acres.com/balkrishna-chsl-naupada-mumbai-thane-npxid-r450054,1 BHK Apartment: ₹1.15 - 1.17 Cr | 2 BHK Apartment: ₹1.65 Cr,2
389667,PROJECT,Godrej Ascend,Godrej Ascend,,"Kolshet Road, Thane",₹1.06 - 1.57 Cr | ₹1.31 - 2.37 Cr | ₹1.98 - 3.33 Cr,,,,,3 BHK,,,,R Mall Thane | NaMo Grand Central Park,"Godrej Ascend, one of the known housing societes in Thane, brings classic yet modern 1,2,3 BHK apartments in Kolshet Road. Apartments in Godrej Ascend have CARPET area ranging between 381 - 1,058 sqft. Apartment prices in this housing society vary in the range of Rs. 1.06 - 3.33 Cr. The housing society is RERA-registered with P51700034608 registration number",Godrej Properties,,,https://www.99acres.com/godrej-ascend-kolshet-road-thane-npxid-r389667,1 BHK Apartment: ₹1.06 - 1.57 Cr | 2 BHK Apartment: ₹1.31 - 2.37 Cr | 3 BHK Apartment: ₹1.98 - 3.33 Cr,2
300067,PROJECT,Dosti West County,Dosti West County,,"Balkum, Thane",₹1.49 Cr | ₹2.27 Cr,,,,,3 BHK,,,,National Highway 848 | Narayana e-Techno School,"Dosti West County, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Balkum. Apartments in Dosti West County have CARPET area ranging between 694 - 1,055 sqft. Prices of apartments in this project, vary between Rs. 1.49 - 2.27 Cr. This society is RERA approved and P51700006565 is the RERA number",Dosti Realty,,,https://www.99acres.com/dosti-west-county-balkum-mumbai-thane-npxid-r300067,2 BHK Apartment: ₹1.49 Cr | 3 BHK Apartment: ₹2.27 Cr,2
456856,PROJECT,Sai Flora Residency,Sai Flora Residency,,"Kalher, Thane West",₹22.75 - 29 L | ₹16 - 16.25 L,,,,,1 BHK,,,,Thane Railway Station | Thane Bus Stop,"Check out 1 BHK Apartment and 1 BHK Studio Apartment in Sai Flora Residency, one of the best offerings in Kalher. Property options in Sai Flora Residency varies between 320 - 580 sqft. Prices here start from Rs. 16 L. Sai Flora Residency is a New Launch project",V M Enterprises,,,https://www.99acres.com/sai-flora-residency-kalher-mumbai-thane-npxid-r456856,1 BHK Apartment: ₹22.75 - 29 L | 1 RK Studio Apartment: ₹16 - 16.25 L,2
455566,PROJECT,Avadh Residency,Avadh Residency,,"Kalher, Thane West",₹23.89 - 30.36 L | ₹33.92 - 39.27 L | ₹16.1 - 17.03 L,,,,,2 BHK,,,,Viviana Mall | Korum Mall,"For Multiple: Avadh Residency offers beautifully designed 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Kalher, Thane. Prices here start from Rs. 16.1 L. Properties in Avadh Residency are sized in the range of 244 - 595 sqft. Grocery Shop, Car Parking and Gated Community are some of the amenities offered here",Ajay Infratech,,,https://www.99acres.com/avadh-residency-kalher-mumbai-thane-npxid-r455566,1 BHK Apartment: ₹23.89 - 30.36 L | 2 BHK Apartment: ₹33.92 - 39.27 L | 1 RK Studio Apartment: ₹16.1 - 17.03 L,2
444027,PROJECT,Tropical Bliss,Tropical Bliss,,"Ghodbunder Road, Thane",₹58 L | ₹88 L,,,,,2 BHK,,,,DG International Schoo | MBC Business Park,"Tropical Bliss society now offers elegantly built 1,2 BHK apartments in Ghodbunder Road. Apartments in Tropical Bliss have CARPET area ranging between 415 - 632 sqft. Apartments in this complex are available in price range of Rs. 58 - 88 L. Tropical Bliss 's RERA registration number is P51700079373",Tropical World,,,https://www.99acres.com/tropical-bliss-ghodbunder-road-mumbai-thane-npxid-r444027,1 BHK Apartment: ₹58 L | 2 BHK Apartment: ₹88 L,2
205909,PROJECT,Shree Krupa Nandanvan Homes,Shree Krupa Nandanvan Homes,,"Kalwa, Thane",₹1.5 - 1.75 Cr | ₹2.34 - 3.3 Cr | ₹3.6 Cr,,,,,4 BHK,,,,Kalwa Railway Station | Thane City,"Shree Krupa Nandanvan Homes society now offers elegantly built 2,3,4 BHK apartments in Kalwa. Shree Krupa Nandanvan Homes 's RERA registration number is P51700028028. Shree Krupa Nandanvan Homes apartments are available in multiples sizes, ranging from 757 - 1,573 sqft CARPET area. Prices of apartments in this project, vary between Rs. 1.5 - 3.6 Cr",Shree Krupa Builders,,,https://www.99acres.com/shree-krupa-nandanvan-homes-kalwa-thane-npxid-r205909,2 BHK Apartment: ₹1.5 - 1.75 Cr | 3 BHK Apartment: ₹2.34 - 3.3 Cr | 4 BHK Apartment: ₹3.6 Cr,2
451461,PROJECT,Nandivardhan Blissview,Nandivardhan Blissview,,"Panch Pakhadi, Thane West",₹1.77 - 2.04 Cr | ₹2.17 - 3.27 Cr,,,,,3 BHK,,,,Deshmukh Garden | Eastern Express Highway,"Finest 2,3 BHK apartments in Panch Pakhadi available for sale in Nandivardhan Blissview. Apartments in Nandivardhan Blissview have CARPET area ranging between 707 - 1,024 sqft. Prices of apartments in this project, vary between Rs. 1.77 - 3.27 Cr. This society is RERA approved and PM1330002500575 is the RERA number",Nandivardhan Group,,,https://www.99acres.com/nandivardhan-blissview-panch-pakhadi-mumbai-thane-npxid-r451461,2 BHK Apartment: ₹1.77 - 2.04 Cr | 3 BHK Apartment: ₹2.17 - 3.27 Cr,2
405755,PROJECT,Nandigram,Nandigram,,"Kharkar Alley, Thane West",₹90 L | ₹1.2 - 1.5 Cr,,,,,2 BHK,,,,,"Beautiful 1,2 BHK apartments in Kharkar Alley, are now available in Nandigram housing project. Apartment prices in this housing society vary in the range of Rs. 90 L - 1.5 Cr. Apartments in Nandigram have CARPET area ranging between 489 - 747 sqft. Nandigram 's RERA registration number is P51700049363",,,,https://www.99acres.com/nandigram-kharkar-alley-mumbai-thane-npxid-r405755,1 BHK Apartment: ₹90 L | 2 BHK Apartment: ₹1.2 - 1.5 Cr,2
433860,PROJECT,Jardin Oberoi Garden City Thane,Jardin Oberoi Garden City Thane,,"Pokhran 2, Thane",₹3.1 Cr,,,,,3 BHK,,,,Little Flower High School | Bethany Hospital,"Choose your dream home from the wide variety of 3 BHK apartments in Pokhran 2, available for sale in Jardin Oberoi Garden City Thane. This society offers apartments in the price range of Rs. 3.1 Cr. This society is RERA approved and PR1331012400078 is the RERA number. Here units have different sizes, mostly in range of 1,411 sqft CARPET area",Oberoi Realty,,,https://www.99acres.com/jardin-oberoi-garden-city-thane-pokhran-2-mumbai-thane-npxid-r433860,3 BHK Apartment: ₹3.1 Cr,2
464832,PROJECT,CG Empire,CG Empire,,"Kalher, Thane West",₹19.87 - 26.36 L | ₹23.22 - 38.53 L | ₹13.2 - 16.56 L,,,,,2 BHK,,,,Suyash English School | National Highway 848,"CG Empire has 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment options to offer in Kalher. CG Empire possession will begin from Nov, 2028. Gymnasium, Children's Play Area and Gazebo are some of the amenities offered here. Properties in CG Empire are sized in the range of 307 - 896 sqft",CG Group,,,https://www.99acres.com/cg-empire-kalher-mumbai-thane-npxid-r464832,1 BHK Apartment: ₹19.87 - 26.36 L | 2 BHK Apartment: ₹23.22 - 38.53 L | 1 RK Studio Apartment: ₹13.2 - 16.56 L,2
423588,PROJECT,Kavya Shrushti Estate,Kavya Shrushti Estate,,"Kasheli, Thane",₹36 L | ₹40 L,,,,,2 BHK,,,,Bhiwandi Railway Station | Metro Line 5,"Finest 1,2 BHK apartments in Kasheli available for sale in Kavya Shrushti Estate. Kavya Shrushti Estate apartments are available in multiples sizes, ranging from 414 - 507 sqft CARPET area. Prices of apartments in this project, vary between Rs. 36 - 40 L. Apartments at Kavya Shrushti Estate is currently New Launch",Mansingh Developers,,,https://www.99acres.com/kavya-shrushti-estate-kasheli-thane-npxid-r423588,1 BHK Apartment: ₹36 L | 2 BHK Apartment: ₹40 L,2
405806,PROJECT,Narang Privado,Narang Privado,,"Pokharan Road, Thane West",₹1.24 Cr | ₹1.43 - 2.38 Cr | ₹2.75 - 3.85 Cr | ₹3.89 - 4.3 Cr,,,,,4 BHK,,,,Meet Business Park | Eastern Express Highway,"Narang Privado society now offers elegantly built 1,2,3,4 BHK apartments in Pokharan Road. This society offers apartments in the price range of Rs. 1.24 - 4.3 Cr. Here units have different sizes, mostly in range of 416 - 1,616 sqft CARPET area. This society is RERA approved and P51700050065 is the RERA number",Narang Realty,,,https://www.99acres.com/narang-privado-pokharan-road-mumbai-thane-npxid-r405806,1 BHK Apartment: ₹1.24 Cr | 2 BHK Apartment: ₹1.43 - 2.38 Cr | 3 BHK Apartment: ₹2.75 - 3.85 Cr | 4 BHK Apartment: ₹3.89 - 4.3 Cr,2
