title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,furnished,total_floors,new_latitude,new_longitude,new_pincode
EV 10 Marina Bay,21922770,570,38461.0,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,49327000,1283,38446.60950896337,Vashi,Mumbai,Apartment,3,3,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,22616220,588,38462.95918367347,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,26321554,684,38481.804093567254,Vashi,Mumbai,Apartment,3,3,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,49883916,1297,38460.999228989975,Vashi,Mumbai,Apartment,3,3,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,26333862,685,38443.59416058394,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,27170388,706,38484.96883852691,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,27166158,706,38478.97733711048,Vashi,Mumbai,Apartment,3,3,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,18294360,476,38433.529411764706,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,26677704,694,38440.495677233426,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,26307324,684,38461.0,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,35114892,913,38460.99890470975,Vashi,Mumbai,Apartment,3,3,Unfurnished,1,19.0826149,72.9978714,400703
EV 10 Marina Bay,27499616,715,38461.0013986014,Vashi,Mumbai,Apartment,2,2,Unfurnished,1,19.0826149,72.9978714,400703
sheetal nagar,14500000,1500,9666.666666666666,Mira Road,Mumbai,Apartment,1,2,Furnished,1,19.2829971,72.8760681,401107
MS Courtyard,24548000,722,34000.0,Santacruz,Mumbai,Apartment,2,2,Unfurnished,1,19.0728149,72.8618927,400054
MS Courtyard,30566000,899,34000.0,Santacruz,Mumbai,Apartment,2,2,Unfurnished,1,19.0728149,72.8618927,400054
Adani The Views,29225000,835,35000.0,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0801125,72.9165039,400086
Adani The Views,28070000,802,35000.0,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0801125,72.9165039,400086
Adani The Views,60699576,1587,38248.0,Ghatkopar,Mumbai,Apartment,4,4,Unfurnished,1,19.0801125,72.9165039,400086
Adani The Views,24900136,745,33423.00134228188,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0801125,72.9165039,400086
Adani The Views,33355000,953,35000.0,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0801125,72.9165039,400086
Moreshwar 19 East,29514452,850,34722.88470588235,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,24400428,703,34709.00142247511,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,21295360,614,34682.996742671006,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,78303504,2256,34709.0,Nerul,Mumbai,Apartment,4,4,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,41164872,1186,34708.99831365936,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,88889752,2561,34709.00117141742,Nerul,Mumbai,Apartment,4,4,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,18361060,529,34708.99810964083,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,22005506,634,34709.0,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,25476406,734,34709.0,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,18534606,534,34709.0,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,18499896,533,34708.99812382739,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,39533552,1139,34709.000877963124,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,18326352,528,34709.0,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,24851644,716,34709.0,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Moreshwar 19 East,21415452,617,34708.99837925446,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0230408,400706
Delta Palmbeach,27733460,1631,17003.960760269772,Nerul,Mumbai,Apartment,4,4,Unfurnished,1,19.0337772,73.0194016,400706
Delta Palmbeach,13109210,771,17002.866407263293,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0337772,73.0194016,400706
Delta Palmbeach,11658090,686,16994.30029154519,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0337772,73.0194016,400706
Delta Palmbeach,16675640,981,16998.61365953109,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0337772,73.0194016,400706
Delta Palmbeach,25669320,1510,16999.549668874173,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0337772,73.0194016,400706
Delta Palmbeach,36412472,2142,16999.28664799253,Nerul,Mumbai,Apartment,4,4,Unfurnished,1,19.0337772,73.0194016,400706
Hill Crest Oaks,22699750,899,25250.0,Andheri,Mumbai,Apartment,2,2,Unfurnished,1,19.1159267,72.8806152,400053
Unimont Imperia,2380060,590,4034.0,Khopoli,Mumbai,Apartment,1,1,Unfurnished,1,18.7919502,73.3371735,410203
Unimont Imperia,2300480,560,4108.0,Khopoli,Mumbai,Apartment,1,1,Unfurnished,1,18.7919502,73.3371735,410203
Unimont Imperia,4299875,1025,4195.0,Khopoli,Mumbai,Apartment,2,2,Unfurnished,1,18.7919502,73.3371735,410203
Unimont Imperia,2612250,645,4050.0,Khopoli,Mumbai,Apartment,1,1,Unfurnished,1,18.7919502,73.3371735,410203
Unimont Imperia,4028755,995,4049.0,Khopoli,Mumbai,Apartment,2,2,Unfurnished,1,18.7919502,73.3371735,410203
Unimont Imperia,3564000,880,4050.0,Khopoli,Mumbai,Apartment,2,2,Unfurnished,1,18.7919502,73.3371735,410203
Karmvir Saraswati,12600154,469,26866.0,Borivali,Mumbai,Apartment,1,1,Unfurnished,1,19.24049,72.8542633,400091
Karmvir Saraswati,24899800,920,27065.0,Borivali,Mumbai,Apartment,3,3,Unfurnished,1,19.24049,72.8542633,400091
Karmvir Saraswati,19999680,753,26560.0,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.24049,72.8542633,400091
Karmvir Saraswati,11100168,414,26812.0,Borivali,Mumbai,Apartment,1,1,Unfurnished,1,19.24049,72.8542633,400091
Rustomjee Urbania,12800000,687,18631.732168850074,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2114105,72.9869003,400601
Lodha Casa Rio Gold,4487202,801,5602.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4991382,891,5602.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4890546,873,5602.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4377150,639,6850.0,Dombivali,Mumbai,Apartment,1,1,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4438800,648,6850.0,Dombivali,Mumbai,Apartment,1,1,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4007250,585,6850.0,Dombivali,Mumbai,Apartment,1,1,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,5999742,1071,5602.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.1551056,73.0787277,421201
Lodha Casa Rio Gold,4840128,864,5602.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.1551056,73.0787277,421201
 ,35000000,3500,10000.0,Kharghar,Mumbai,Apartment,5,5,Semi-Furnished,1,19.0708218,73.0739594,410210
Shakti One Luxuria,15741924,682,23082.0,Koper Khairane,Mumbai,Apartment,2,2,Unfurnished,1,19.1025314,73.0069046,400709
Maithili The Trellis,29000000,1078,26901.669758812615,Koper Khairane,Mumbai,Apartment,3,3,Unfurnished,1,19.1015778,73.0154495,400709
Neelkanth Palm President,20000340,690,28986.0,Ghansoli,Mumbai,Apartment,2,2,Unfurnished,1,19.1218281,72.9996414,400701
RKR Precious Imperial,4426832,821,5392.0,Ambernath,Mumbai,Apartment,3,3,Unfurnished,1,19.1882877,73.1732636,421501
RKR Precious Imperial,3569504,662,5392.0,Ambernath,Mumbai,Apartment,2,2,Unfurnished,1,19.1882877,73.1732636,421501
RKR Precious Imperial,2361696,438,5392.0,Ambernath,Mumbai,Apartment,1,1,Unfurnished,1,19.1882877,73.1732636,421501
Mahavir Gaurav Heights,3822612,461,8292.0,Nala Sopara,Mumbai,Apartment,1,1,Unfurnished,1,19.4154244,72.8089829,401209
Mahavir Gaurav Heights,4922577,627,7851.0,Nala Sopara,Mumbai,Apartment,2,2,Unfurnished,1,19.4154244,72.8089829,401209
Mahavir Gaurav Heights,3602235,435,8281.0,Nala Sopara,Mumbai,Apartment,1,1,Unfurnished,1,19.4154244,72.8089829,401209
Mahavir Gaurav Heights,2089880,260,8038.0,Nala Sopara,Mumbai,Apartment,1,1,Unfurnished,1,19.4154244,72.8089829,401209
Mahavir Gaurav Heights,3298800,400,8247.0,Nala Sopara,Mumbai,Apartment,1,1,Unfurnished,1,19.4154244,72.8089829,401209
Vipul Mahavir Sapphire,14500000,800,18125.0,Ghansoli,Mumbai,Apartment,2,2,Furnished,1,19.1169672,73.0034981,400701
 ,11200000,1035,10821.256038647343,Ghansoli,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1218281,72.9989853,400701
 ,11200000,950,11789.473684210527,Ghansoli,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1218281,72.9989853,400701
 ,4500000,650,6923.076923076923,Dombivli,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2251644,73.0796814,421201
Mahaavir Pride,5500000,772,7124.352331606217,Dombivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2038441,73.0958862,421201
Regency Regency Anantam,6000000,1000,6000.0,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2088013,73.0966492,421201
Puraniks Puraniks Ikigai,4550000,450,10111.111111111111,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2164059,72.9786453,400601
Laukik Vastu Luxuria,6000000,969,6191.950464396285,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.20158,73.0915146,421201
Laukik Vastu Luxuria,4400000,740,5945.945945945946,Dombivali,Mumbai,Apartment,1,2,Unfurnished,1,19.20158,73.0915146,421201
Mahaavir Pride,8900000,1232,7224.025974025974,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2038441,73.0958862,421201
Rajaram Sukur Sapphire,5800000,475,12210.526315789473,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2281399,72.9774323,400601
Haware Citi,5200000,450,11555.555555555555,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2590103,72.9596481,400601
Squarefeet Green Square Bldg 2A,4700000,450,10444.444444444445,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2582512,72.9639587,400601
Adani The Views By Adani Realty,25500000,1079,23632.993512511584,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0889702,72.9161835,400086
 ,13300002,1000,13300.002,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2262917,72.8569031,400091
Srishti Heights,25000000,1275,19607.843137254902,Bhandup,Mumbai,Apartment,3,2,Furnished,1,19.1529579,72.9338379,400078
Lodha New Cuffe Parade Lodha Altia,27000000,638,42319.74921630094,Wadala,Mumbai,Apartment,2,2,Unfurnished,1,19.0373192,72.8786926,400037
Lodha New Cuffe Parade Lodha Altia,32622980,906,36007.704194260485,Wadala,Mumbai,Apartment,2,2,Unfurnished,1,19.0373192,72.8786926,400037
Lodha New Cuffe Parade Lodha Altia,40000000,1321,30280.09084027252,Wadala,Mumbai,Apartment,3,2,Unfurnished,1,19.0373192,72.8786926,400037
Lodha New Cuffe Parade Lodha Altia,16400000,513,31968.810916179336,Wadala,Mumbai,Apartment,1,1,Unfurnished,1,19.0373192,72.8786926,400037
Dotom Blumen,14930274,587,25434.879045996593,Vikhroli,Mumbai,Apartment,2,2,Unfurnished,1,19.1116638,72.9267731,400079
Dotom Blumen,14301410,560,25538.23214285714,Vikhroli,Mumbai,Apartment,2,2,Unfurnished,1,19.1116638,72.9267731,400079
Dotom Blumen,10909623,450,24243.606666666667,Vikhroli,Mumbai,Apartment,1,1,Unfurnished,1,19.1116638,72.9267731,400079
Dotom Blumen,10443798,430,24287.902325581395,Vikhroli,Mumbai,Apartment,1,2,Unfurnished,1,19.1116638,72.9267731,400079
Dotom Blumen,14860400,584,25445.890410958906,Vikhroli,Mumbai,Apartment,2,2,Unfurnished,1,19.1116638,72.9267731,400079
Dotom Blumen,15233060,600,25388.433333333334,Vikhroli,Mumbai,Apartment,2,2,Unfurnished,1,19.1116638,72.9267731,400079
Shubham Jijai Angan,5486250,1045,5250.0,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0725937,73.0990982,410208
Shubham Jijai Angan,5250000,1000,5250.0,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0725937,73.0990982,410208
Shubham Jijai Angan,5328750,1015,5250.0,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0725937,73.0990982,410208
Real Gami And Jaydeep Elanza,10001590,455,21981.516483516483,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,20000256,905,22099.73038674033,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,15201419,690,22031.042028985506,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,13498547,615,21948.856910569106,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,10999560,500,21999.12,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Shilpriya Silicon Hofe ,11499750,475,24210.0,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0661583,72.8925095,400071
Real Gami And Jaydeep Elanza,18501464,845,21895.223668639053,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.0548134,72.8893738,400071
Shilpriya Silicon Hofe ,13999746,673,20802.0,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0661583,72.8925095,400071
Real Gami And Jaydeep Elanza,14300660,650,22001.015384615384,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,11599798,530,21886.411320754716,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Shilpriya Silicon Hofe ,14799897,677,21861.0,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0661583,72.8925095,400071
Real Gami And Jaydeep Elanza,10505364,480,21886.175,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0548134,72.8893738,400071
Elite The Crown,11800036,534,22097.445692883895,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,20000036,925,21621.66054054054,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,12600548,574,21952.174216027874,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,16500551,743,22208.009421265142,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,9400201,429,21911.890442890443,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0651856,72.8908615,400071
Shilpriya Silicon Hofe ,9499800,446,21300.0,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0661583,72.8925095,400071
Elite The Crown,14200111,646,21981.595975232198,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,10500212,480,21875.441666666666,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,9600423,433,22171.877598152423,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.0651856,72.8908615,400071
Elite The Crown,15000400,670,22388.65671641791,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0651856,72.8908615,400071
Bharti Aarambh,10599999,393,26972.007633587786,Chembur,Mumbai,Apartment,1,1,Unfurnished,1,19.045208,72.9000549,400071
Bharti Aarambh,17900000,653,27411.944869831546,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.045208,72.9000549,400071
Bharti Aarambh,24900000,925,26918.91891891892,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.045208,72.9000549,400071
Bharti Aarambh,17500000,664,26355.421686746988,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.045208,72.9000549,400071
Sanket Solitaire Aawas,15030000,668,22500.0,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0709629,72.8991699,400071
Real Gami And Jaydeep Elanza,14500418,660,21970.330303030303,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,13599700,620,21935.0,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Real Gami And Jaydeep Elanza,13300594,605,21984.452892561985,Chembur,Mumbai,Apartment,2,2,Unfurnished,1,19.0548134,72.8893738,400071
Gurukrupa Satyam,14071680,720,19544.0,Vikhroli,Mumbai,Apartment,3,3,Unfurnished,1,19.1065693,72.9294128,400079
Jupiter Royal,4125000,322,12810.55900621118,Ulwe,Mumbai,Apartment,1,1,Unfurnished,1,18.9847012,73.0525589,410206
Jupiter Royal,6300000,517,12185.68665377176,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9847012,73.0525589,410206
Ghanshyam Kanti Dhuri Sheraton,13500000,922,14642.082429501084,Vasai,Mumbai,Apartment,2,2,Unfurnished,1,19.3939037,72.8265152,401201
Ghanshyam Kanti Dhuri Sheraton,19300000,1292,14938.080495356036,Vasai,Mumbai,Apartment,3,3,Unfurnished,1,19.3939037,72.8265152,401201
Ghanshyam Kanti Dhuri Sheraton,18600000,1237,15036.37833468068,Vasai,Mumbai,Apartment,3,3,Unfurnished,1,19.3939037,72.8265152,401201
Salasar Exotica II,6704122,456,14702.021929824561,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2842808,72.8770828,401107
Salasar Exotica II,8907228,675,13195.893333333333,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2842808,72.8770828,401107
Salasar Exotica II,6816945,460,14819.445652173914,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2842808,72.8770828,401107
Salasar Exotica II,9804898,842,11644.771971496437,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2842808,72.8770828,401107
Siddhivinayak Unique Estate Type C Wing D,9900092,637,15541.74568288854,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2937584,72.8695984,401107
Siddhivinayak Unique Estate Type C Wing D,7100454,459,15469.398692810457,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2937584,72.8695984,401107
Mayfair Virar Gardens Cluster VI,3956085,315,12559.0,Virar,Mumbai,Apartment,1,1,Unfurnished,1,19.4436894,72.8003921,401303
Veena Veena Smart Homes,9162420,395,23196.0,Kandivali,Mumbai,Apartment,1,1,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,13639248,588,23196.0,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,13244916,571,23196.0,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,9116028,393,23196.0,Kandivali,Mumbai,Apartment,1,1,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,13685640,590,23196.0,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,8863655,382,23203.285340314134,Kandivali,Mumbai,Apartment,1,1,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,9069636,391,23196.0,Kandivali,Mumbai,Apartment,1,1,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,13947058,601,23206.419301164726,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2077064,72.8211441,400067
Veena Veena Smart Homes,14265540,615,23196.0,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2077064,72.8211441,400067
SKD Pinnacolo And Pinnacolo NX,12599584,782,16112.0,Mira Road,Mumbai,Apartment,3,3,Unfurnished,1,19.2874451,72.8761826,401107
Paradise Sai World City,9885600,1373,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,9410400,1307,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,7891200,1096,7200.0,Panvel,Mumbai,Apartment,4,4,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,13096800,1819,7200.0,Panvel,Mumbai,Apartment,4,4,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,6998400,972,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,6444000,895,7200.0,Panvel,Mumbai,Apartment,2,2,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,5256000,730,7200.0,Panvel,Mumbai,Apartment,2,2,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,13759200,1911,7200.0,Panvel,Mumbai,Apartment,4,4,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,7891200,1096,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,8359200,1161,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,20474330,993,20618.660624370594,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,7920000,1100,7200.0,Panvel,Mumbai,Apartment,3,3,Unfurnished,1,18.968799,73.130342,410206
Paradise Sai World City,5760000,800,7200.0,Panvel,Mumbai,Apartment,2,2,Unfurnished,1,18.968799,73.130342,410206
Naman Platina,3099945,365,8493.0,Taloja,Mumbai,Apartment,1,1,Unfurnished,1,19.0808601,73.1126785,410208
Sheth Vasant Lawns,32886850,1370,24005.0,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2121639,72.9742126,400601
Sheth Vasant Lawns,61812876,2575,24005.000388349516,Thane,Mumbai,Apartment,4,4,Unfurnished,1,19.2121639,72.9742126,400601
Sheth Vasant Lawns,27845800,1160,24005.0,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2121639,72.9742126,400601
Sheth Vasant Lawns,39008124,1625,24004.999384615385,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2121639,72.9742126,400601
Sheth Vasant Lawns,72135024,3005,24004.9996672213,Thane,Mumbai,Apartment,4,4,Unfurnished,1,19.2121639,72.9742126,400601
Arihant Clan Aalishan Phase II,16976400,577,29421.837088388216,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0820046,73.0825119,410210
Sheth Zuri,17000000,654,25993.88379204893,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2139797,72.9825516,400601
Sheth Zuri,11500000,426,26995.30516431925,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.2139797,72.9825516,400601
Sheth Zuri,14000000,515,27184.466019417476,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2139797,72.9825516,400601
Sheth Zuri,17000000,651,26113.671274961598,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2139797,72.9825516,400601
Sheth Zuri,14000000,517,27079.303675048355,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2139797,72.9825516,400601
Naman Platina,5095800,600,8493.0,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0808601,73.1126785,410208
Naman Platina,3448158,406,8493.0,Taloja,Mumbai,Apartment,1,1,Unfurnished,1,19.0808601,73.1126785,410208
Runwal Sanctuary,13100000,643,20373.250388802488,Mulund,Mumbai,Apartment,2,2,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,46000000,2060,22330.09708737864,Mulund,Mumbai,Apartment,5,5,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,14900000,690,21594.202898550724,Mulund,Mumbai,Apartment,2,2,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,29000000,1286,22550.54432348367,Mulund,Mumbai,Apartment,4,4,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,22000000,1030,21359.223300970873,Mulund,Mumbai,Apartment,3,3,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,30200000,1380,21884.057971014492,Mulund,Mumbai,Apartment,4,4,Unfurnished,1,19.1736794,72.9392929,400080
Runwal Sanctuary,19900000,981,20285.423037716617,Mulund,Mumbai,Apartment,3,3,Unfurnished,1,19.1736794,72.9392929,400080
Sheth Montana Phase 4,26700000,1112,24010.791366906476,Mulund,Mumbai,Apartment,3,3,Unfurnished,1,19.1690693,72.9380722,400080
Sheth Montana Phase 4,27100000,872,31077.981651376147,Mulund,Mumbai,Apartment,3,3,Unfurnished,1,19.1690693,72.9380722,400080
Sheth Montana Phase 4,27100000,872,31077.981651376147,Mulund,Mumbai,Apartment,2,2,Unfurnished,1,19.1690693,72.9380722,400080
Sheth Montana Phase 4,29200000,939,31096.911608093716,Mulund,Mumbai,Apartment,3,3,Unfurnished,1,19.1690693,72.9380722,400080
Sheth Montana Phase 4,27100000,871,31113.66245694604,Mulund,Mumbai,Apartment,2,2,Unfurnished,1,19.1690693,72.9380722,400080
Shreeji Sharan Daivi Eterneety,25400100,1075,23628.0,Borivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2177639,72.8466415,400091
Shreeji Sharan Daivi Eterneety,42502024,1751,24273.000571102228,Borivali,Mumbai,Apartment,4,4,Unfurnished,1,19.2177639,72.8466415,400091
Shreeji Sharan Daivi Eterneety,18700674,779,24006.0,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2177639,72.8466415,400091
Shreeji Sharan Daivi Eterneety,17800284,745,23892.998657718123,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2177639,72.8466415,400091
Shreeji Sharan Daivi Eterneety,26700300,1100,24273.0,Borivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2177639,72.8466415,400091
Space Residence II Building No 4 B,12988800,902,14400.0,Mira Road,Mumbai,Apartment,3,3,Unfurnished,1,19.2785778,72.8800049,401107
