title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,furnished,total_floors,new_latitude,new_longitude,new_pincode
Shriraam Pushpanjali Residency,5500000,926,5939.524838012959,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2772007,72.9598312,400601
Om Vasant Vatika,5200000,825,6303.030303030303,Kalyan,Mumbai,Apartment,2,2,Unfurnished,1,19.2276974,73.1443176,421301
Reputed Builder Laxmi Tower,14000000,1095,12785.388127853881,Seawoods,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0152979,73.0168304,400706
 ,32000000,1978,16177.957532861476,Seawoods,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0152979,73.0168304,400706
Reputed Builder Sindhi Society,14000000,600,23333.333333333332,Chembur,Mumbai,Apartment,1,2,Unfurnished,1,19.051302,72.8904495,400071
JK IRIS,11000000,1050,10476.190476190477,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2833233,72.8862762,401107
Reputed Builder Harbour Court,30000000,1550,19354.83870967742,Nerul,Mumbai,Apartment,3,3,Unfurnished,1,19.0328178,73.0195999,400706
 ,19000000,1080,17592.59259259259,Seawoods,Mumbai,Apartment,2,2,Unfurnished,1,19.0152979,73.0168304,400706
 ,18500000,1050,17619.04761904762,Seawoods,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0152979,73.0168304,400706
Vedant Shree Gopinath Sublime,9000000,560,16071.42857142857,Thane,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2281399,72.9774323,400601
 ,12000000,1019,11776.251226692837,Seawoods,Mumbai,Apartment,2,2,Furnished,1,19.0152979,73.0168304,400706
Shreeji Infinity,20000000,1152,17361.11111111111,Seawoods,Mumbai,Apartment,2,2,Unfurnished,1,19.0152979,73.0168304,400706
L And T Seawoods Residences North Towers,36000000,1650,21818.18181818182,Seawoods,Mumbai,Apartment,3,3,Unfurnished,1,19.0217819,73.0182724,400706
 ,14500000,1130,12831.858407079646,Seawoods,Mumbai,Apartment,2,2,Unfurnished,1,19.0152979,73.0168304,400706
Reputed Builder Prime Corner CHS,7000000,551,12704.174228675136,Seawoods,Mumbai,Apartment,1,1,Semi-Furnished,1,19.0152979,73.0168304,400706
Proviso Uttara,22500000,1050,21428.571428571428,Seawoods,Mumbai,Apartment,2,2,Furnished,1,19.0152979,73.0168304,400706
 ,23000000,1550,14838.709677419354,Seawoods,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0152979,73.0168304,400706
Rajkamal Bayside,35000000,2250,15555.555555555555,Belapur,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0130463,73.0345917,400614
 ,13500000,1050,12857.142857142857,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0195999,400706
Akshar Siddhi Heights,19500000,1150,16956.521739130436,Nerul,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0299797,73.0136185,400706
 ,10000000,1050,9523.809523809523,Seawoods,Mumbai,Apartment,2,2,Unfurnished,1,19.0152979,73.0168304,400706
 ,17000000,1105,15384.615384615385,Nerul,Mumbai,Apartment,2,2,Unfurnished,1,19.0328178,73.0195999,400706
Reputed Builder Balaji CHS,9500000,577,16464.471403812826,Koper Khairane,Mumbai,Apartment,1,1,Unfurnished,1,19.1027832,73.0097046,400709
 ,12000000,1029,11661.807580174927,Seawoods,Mumbai,Apartment,2,2,Furnished,1,19.0152979,73.0168304,400706
Swaraj Homes Nageshwar Dham,16500000,955,17277.486910994765,Seawoods,Mumbai,Apartment,2,2,Semi-Furnished,1,19.013792,73.0139389,400706
 ,9600000,650,14769.23076923077,Seawoods,Mumbai,Apartment,1,1,Unfurnished,1,19.0152979,73.0168304,400706
RS Exotica,12500000,1050,11904.761904761905,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0709343,73.0787354,410210
Navkar City Phase I Part 8,3400000,421,8076.009501187648,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3593807,72.8564606,401207
Sunteck West World 1 Tivri Naigaon East,3400000,547,6215.722120658135,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3651009,72.8603973,401207
Shekhar Bhoir Kaneri Heights,3650000,590,6186.440677966101,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3586884,72.8573608,401207
Sumatinath GP Complex Building No 1,4295700,920,4669.239130434783,Naigaon,Mumbai,Apartment,2,2,Unfurnished,1,19.3583794,72.8684998,401207
 ,3600000,550,6545.454545454545,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
 ,2837400,580,4892.068965517241,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
Ornate Galaxy,3200000,610,5245.901639344263,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3476715,72.8818436,401207
 ,10500000,1100,9545.454545454546,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0708218,73.0739594,410210
Aar Ramesh Residency,3400000,518,6563.706563706563,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.8592072,401207
Sunteck West World 1 Tivri Naigaon East,3374000,610,5531.147540983607,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3651009,72.8603973,401207
 ,95000000,3500,27142.85714285714,Andheri,Mumbai,Apartment,6,6,Semi-Furnished,1,19.1270065,72.8389206,400053
 ,159900000,4300,37186.04651162791,Mahim,Mumbai,Apartment,4,5,Semi-Furnished,1,19.0364761,72.8419571,401403
AVF Greens,3700000,720,5138.888888888889,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3610363,72.860115,401207
Puraniks Hometown Phase 2,5200000,690,7536.231884057971,Thane,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2696571,72.962471,400601
Mahadev Complex,9500000,950,10000.0,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2829971,72.8760681,401107
 ,11500000,550,20909.090909090908,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0818329,72.9110462,400086
Tharwani Rosalie,9800000,1435,6829.268292682927,Kalyan,Mumbai,Apartment,3,3,Unfurnished,1,19.2609482,73.1432037,421301
Paradise Sai Mannat,21000000,1818,11551.15511551155,Kharghar,Mumbai,Apartment,3,3,Unfurnished,1,19.0708218,73.0824814,410210
Rishabraj Mangalesh,20000000,871,22962.11251435132,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2262917,72.8569031,400091
Dream Arihant Niwara Sky,12500000,480,26041.666666666668,Sion,Mumbai,Apartment,1,1,Unfurnished,1,19.051693,72.8691635,400022
Ekta Lake Lucerne,43500000,1368,31798.245614035088,Powai,Mumbai,Apartment,3,3,Unfurnished,1,19.1150856,72.9006271,400076
 ,6500000,758,8575.197889182058,Kalyan,Mumbai,Apartment,1,1,Furnished,1,19.2509098,73.1337967,421301
 ,10800000,1135,9515.418502202643,Kalyan,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2509098,73.1337967,421301
 ,38500000,815,47239.26380368098,Prabhadevi,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0149803,72.830307,400014
Cllaro Urban Grandeur Bldg 2,25500000,2550,10000.0,Mira Road,Mumbai,Apartment,4,3,Semi-Furnished,1,19.2885437,72.8761444,401107
Vihang Capital,8700000,1000,8700.0,Thane,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2663269,72.9592514,400601
Sanghvi Empire,7000000,730,9589.04109589041,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2876778,72.8602142,401107
JP North Aviva,6600000,650,10153.846153846154,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2820206,72.8862915,401107
JSB Sai Nakshatra Trrident,4500000,650,6923.076923076923,Virar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.4703407,72.810524,401303
 ,9700000,900,10777.777777777777,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2829971,72.8760681,401107
Tridhaatu Morya,21500000,985,21827.41116751269,Deonar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0510082,72.9195938,400071
 ,60500000,2000,30250.0,Ville Parle,Mumbai,Apartment,4,3,Unfurnished,1,19.1,72.85,400056
 ,62000000,1800,34444.444444444445,Ville Parle,Mumbai,Apartment,3,3,Furnished,1,19.1,72.85,400056
 ,23000000,720,31944.444444444445,Dadar,Mumbai,Apartment,1,2,Semi-Furnished,1,19.0198555,72.8385773,400014
Dipti Ocean Terraces,50000000,880,56818.181818181816,Dadar,Mumbai,Apartment,2,2,Unfurnished,1,19.0278301,72.839859,400014
Thapar Suburbia,39500000,1350,29259.25925925926,Chembur,Mumbai,Apartment,3,2,Semi-Furnished,1,19.0517206,72.8957024,400071
JSB Nakshatra Pride,3400000,620,5483.870967741936,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3645706,72.8602905,401207
 ,70000000,1600,43750.0,Bandra,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0585938,72.846077,400050
Ajmera Yogi Hills,9300000,530,17547.169811320753,Mulund,Mumbai,Apartment,1,1,Semi-Furnished,1,19.1753712,72.9487305,400080
 ,8900000,700,12714.285714285714,Jogeshwari,Mumbai,Apartment,1,2,Unfurnished,1,19.1397228,72.8440399,400060
Siddha Sky,19000000,687,27656.477438136826,Sion,Mumbai,Apartment,2,2,Unfurnished,1,19.0364437,72.8700256,400022
PNK Space Tiara Hills Phase I Bldg No 3 5 And 2,8310000,950,8747.368421052632,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2772121,72.8874359,401107
Sai Sangam Apartment,4200000,960,4375.0,Nala Sopara,Mumbai,Apartment,2,1,Unfurnished,1,19.4214726,72.8119965,401209
Simran Sapphire,11500000,1050,10952.380952380952,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0729656,73.0796509,410210
Shraddha Polaris,8700000,500,17400.0,Vikhroli,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1185551,72.9309387,400079
Pramanik Walchand Paradise,6640000,446,14887.892376681615,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2905464,72.8761826,401107
 ,12500000,1105,11312.217194570136,Kharghar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0708218,73.0739594,410210
HS Pearl,20000000,721,27739.251040221912,Mulund,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1679268,72.9609146,400080
JSB Nakshatra Primus,2448000,500,4896.0,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3627434,72.8592987,401207
 ,2137000,500,4274.0,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
Sunteck West World 1 Tivri Naigaon East,5261000,850,6189.411764705882,Naigaon,Mumbai,Apartment,2,2,Unfurnished,1,19.3651009,72.8603973,401207
Sunteck West World 1 Tivri Naigaon East,3438000,610,5636.065573770492,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3651009,72.8603973,401207
Gahlot Majesty,40000000,2271,17613.386173491854,Seawoods,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0103684,73.0125198,400706
L And T Emerald Isle,22000000,850,25882.352941176472,Powai,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1225643,72.8933945,400076
Metrosatyam Metro Satyam Queens Necklace,9000000,871,10332.950631458094,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0879726,73.0813065,410210
Satyam Peace Of Mind,9600000,800,12000.0,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0543308,73.07267,410210
Vihang Hills,5100000,550,9272.727272727272,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2790222,72.9539871,400601
 ,12000000,435,27586.206896551725,Chembur,Mumbai,Apartment,1,2,Unfurnished,1,19.0544338,72.8968964,400071
Sahajanand Arista,10500000,600,17500.0,Goregaon,Mumbai,Apartment,1,2,Unfurnished,1,19.1538372,72.8446045,400062
Kabra Jawahar Nagar,16500000,655,25190.83969465649,Goregaon,Mumbai,Apartment,2,2,Unfurnished,1,19.1602707,72.8467484,400062
Sethia Sea View,10400000,860,12093.023255813954,Goregaon,Mumbai,Apartment,2,3,Unfurnished,1,19.1656971,72.8363342,400062
Integrated Ramicon,10500000,492,21341.463414634145,Goregaon,Mumbai,Apartment,1,2,Unfurnished,1,19.1533394,72.8481064,400062
 ,19900000,800,24875.0,Bandra,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0585938,72.846077,400050
Dynamix Dynamix Luma,17000000,800,21250.0,Andheri,Mumbai,Apartment,2,3,Semi-Furnished,1,19.1055965,72.869667,400053
Hubtown The Premiere Residences Bel Air,126500000,3200,39531.25,Andheri,Mumbai,Apartment,6,6,Semi-Furnished,1,19.129982,72.8247604,400053
Reputed Builder Anand Darshan,62500000,1200,52083.333333333336,Ghatkopar,Mumbai,Apartment,2,2,Furnished,1,19.0818329,72.9110462,400086
 ,75000000,1200,62500.0,Cumballa Hill,Mumbai,Apartment,2,2,Furnished,1,18.9705677,72.806076,400027
 ,5210000,415,12554.216867469879,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2059574,72.8601685,400067
 ,2400000,640,3750.0,Badlapur,Mumbai,Apartment,1,1,Unfurnished,1,19.1592293,73.2402115,421504
HS Pearl,18500000,620,29838.709677419356,Mulund,Mumbai,Apartment,2,2,Unfurnished,1,19.1679268,72.9609146,400080
Chandiwala Pearl Heaven III,7800000,340,22941.176470588234,Andheri,Mumbai,Apartment,1,2,Unfurnished,1,19.1153126,72.8715744,400053
Hari Om Pearl Hans Residency G Wing,10500000,500,21000.0,Kurla,Mumbai,Apartment,1,2,Unfurnished,1,19.0751266,72.8853989,400070
 ,25000000,1350,18518.51851851852,Vashi,Mumbai,Apartment,3,2,Semi-Furnished,1,19.08074,73.0001373,400703
 ,25000000,600,41666.666666666664,Ville Parle,Mumbai,Apartment,2,2,Unfurnished,1,19.1,72.85,400056
Sri Garden Avenue K,4800000,830,5783.1325301204815,Virar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.4709015,72.8047256,401303
 ,10700000,740,14459.45945945946,Kalwa,Mumbai,Apartment,1,2,Semi-Furnished,1,19.20751,73.0098267,400605
Sri Garden Avenue K,3400000,610,5573.770491803279,Virar,Mumbai,Apartment,1,2,Semi-Furnished,1,19.4709015,72.8047256,401303
 ,38000000,902,42128.60310421286,Ville Parle,Mumbai,Apartment,3,2,Unfurnished,1,19.1,72.85,400056
Avenue Infra Gomaji Kasturi,8500000,1000,8500.0,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9729176,73.025032,410206
Darshan Paton Tower,7900000,510,15490.196078431372,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.1943016,72.8680954,400067
 ,7500000,1006,7455.268389662027,Dombivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2012711,73.0939026,421201
Wadhwa Atmosphere Phase 1,22500000,1090,20642.201834862386,Mulund,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1585712,72.9479141,400080
Pride Panorama,19900000,1028,19357.9766536965,Saki Naka,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0970287,72.8848038,400076
Rustomjee 180 Bayview Matunga,91520000,1800,50844.444444444445,Matunga,Mumbai,Apartment,4,4,Unfurnished,1,19.0287666,72.8460236,400019
 ,9900000,650,15230.76923076923,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2059574,72.8601685,400067
 ,7000000,450,15555.555555555555,Malad,Mumbai,Apartment,1,2,Unfurnished,1,19.1870194,72.836937,400064
Royal Lagoon E Wing,11200000,700,16000.0,Malad,Mumbai,Apartment,2,2,Unfurnished,1,19.2037964,72.8210754,400064
Sethia Marine View,11332600,700,16189.42857142857,Borivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2330551,72.8261414,400091
Lotus Residency,11500000,600,19166.666666666668,Jogeshwari,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1464901,72.8440399,400060
Darshan Paton Tower,5400000,450,12000.0,Kandivali,Mumbai,Apartment,1,2,Furnished,1,19.1943016,72.8680954,400067
 ,3100000,650,4769.2307692307695,Vevoor,Mumbai,Apartment,2,2,Unfurnished,1,19.6733398,72.7630692,401404
 ,2100000,450,4666.666666666667,Vevoor,Mumbai,Apartment,1,2,Unfurnished,1,19.6733398,72.7630692,401404
Bhairav Ocean Breeze,7696100,550,13992.90909090909,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2140579,72.829628,400067
Bhairav Ocean Breeze,11400000,760,15000.0,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2140579,72.829628,400067
DEM Icon,8500000,550,15454.545454545454,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2084789,72.8242035,400067
Bhairav Ocean Breeze,8100000,550,14727.272727272728,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2140579,72.829628,400067
Bhairav Ocean Breeze,11000000,710,15492.957746478873,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2140579,72.829628,400067
Bhairav Ocean Breeze,10100000,650,15538.461538461539,Kandivali,Mumbai,Apartment,2,2,Unfurnished,1,19.2140579,72.829628,400067
Godrej Nest,11000000,550,20000.0,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.1961327,72.8684921,400067
Bhagwati Belmont,8990000,1105,8135.746606334842,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2609444,72.9595566,400601
Rosa Classique,5100000,627,8133.971291866029,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.2722454,72.9671555,400601
JVM Veda,5700000,555,10270.27027027027,Thane,Mumbai,Apartment,1,1,Unfurnished,1,19.2682056,72.9674072,400601
JP Codename Lottery,6900000,800,8625.0,Thane,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2467003,72.9759979,400601
Parshvanath Hansraj Heights,7700000,500,15400.0,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2281399,72.9774323,400601
Lodha Park,67500000,1092,61813.18681318681,Lower Parel,Mumbai,Apartment,3,3,Furnished,1,19.0047722,72.8281326,400013
Lodha Primero,42000000,1200,35000.0,Mahalaxmi,Mumbai,Apartment,2,2,Semi-Furnished,1,18.9871044,72.8290863,400027
Hubtown Gardenia,6700000,600,11166.666666666666,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2829971,72.8760681,401107
JP Atria,6700000,657,10197.869101978691,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.282198,72.8848801,401107
Man Opus,9000000,750,12000.0,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.269453,72.8806458,401107
JP Estella,11100000,972,11419.753086419752,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2818832,72.8848801,401107
R R Hill Galaxy Apartments,9500000,995,9547.738693467336,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2860355,72.8806152,401107
R R Hill Galaxy Apartments,8800000,995,8844.221105527638,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2860355,72.8806152,401107
Seven Eleven Seven Eleven Apna Ghar,5100000,450,11333.333333333334,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2802772,72.8861237,401107
JP North Aviva,5800000,450,12888.888888888889,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2820206,72.8862915,401107
Concrete Sai Samast,24000000,950,25263.157894736843,Deonar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0478954,72.9161453,400071
 ,5000000,715,6993.006993006993,Kalyan,Mumbai,Apartment,1,1,Unfurnished,1,19.2509098,73.1337967,421301
 ,18500000,1082,17097.96672828096,Thane,Mumbai,Apartment,3,2,Semi-Furnished,1,19.2281399,72.9774323,400601
 ,5800000,833,6962.785114045619,Dombivali,Mumbai,Apartment,2,3,Unfurnished,1,19.2012711,73.0939026,421201
Vikas Harakchand Jain Ritz,4545000,600,7575.0,Kalyan,Mumbai,Apartment,1,1,Unfurnished,1,19.2437897,73.1235504,421301
Rajlaxmi Nakshatra Auris,4700000,780,6025.641025641025,Nala Sopara,Mumbai,Apartment,2,2,Semi-Furnished,1,19.4214726,72.8119965,401209
Raju Yashwant Gaurav Complex,2900000,595,4873.949579831933,Nala Sopara,Mumbai,Apartment,1,2,Semi-Furnished,1,19.4214726,72.8119965,401209
Ornate Ornate Height,4200000,444,9459.45945945946,Vasai,Mumbai,Apartment,1,2,Semi-Furnished,1,19.4072704,72.846756,401201
National Sea Queen Park,3000000,650,4615.384615384615,Taloja,Mumbai,Apartment,1,1,Unfurnished,1,19.0782967,73.099472,410208
 ,11000000,550,20000.0,Borivali,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2262917,72.8569031,400091
 ,8000000,400,20000.0,Andheri,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1270065,72.8389206,400053
JSB JSB Nakshatra Veda,5949000,900,6610.0,Vasai,Mumbai,Independent Floor,2,2,Semi-Furnished,1,19.3945084,72.8483048,401201
Neelkanth Corner,5500000,700,7857.142857142857,Ulwe,Mumbai,Apartment,1,1,Unfurnished,1,18.9729176,73.025032,410206
Royal Palms Estate,7500000,1257,5966.587112171837,Goregaon,Mumbai,Apartment,3,3,Unfurnished,1,19.1516457,72.8885346,400062
JP JP North Barcelona,11000000,950,11578.947368421053,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2829971,72.8857346,401107
Chandiwala Pearl Blessings,8100000,400,20250.0,Andheri,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1160736,72.8725471,400053
Cosmos Horizon,27500000,1900,14473.684210526315,Thane,Mumbai,Apartment,4,4,Furnished,1,19.2189178,72.9619522,400601
 ,12800000,643,19906.687402799376,Jogeshwari,Mumbai,Apartment,2,2,Unfurnished,1,19.1397228,72.8440399,400060
Mayfair Virar Gardens Cluster VI,3451000,630,5477.777777777777,Virar,Mumbai,Apartment,1,2,Semi-Furnished,1,19.4436894,72.8003921,401303
Ravi Gaurav Woods,9200000,1400,6571.428571428572,Mira Road,Mumbai,Apartment,3,3,Furnished,1,19.2915497,72.8786926,401107
DB Ozone,8000000,850,9411.764705882353,Dahisar,Mumbai,Apartment,2,2,Furnished,1,19.2616692,72.8743057,400068
Delta Vrindavan,14500000,1200,12083.333333333334,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2776298,72.8667679,401107
 ,13500000,1020,13235.29411764706,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2829971,72.8760681,401107
Tanvi Eminence,16000000,1600,10000.0,Mira Road,Mumbai,Apartment,3,3,Semi-Furnished,1,19.2695217,72.8841476,401107
Raj Exotica,6800000,650,10461.538461538461,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2811508,72.8808594,401107
RNA NG Silver Spring Phase II,9800000,1000,9800.0,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2962189,72.8674469,401107
RNA NG Canary A And B,6000000,650,9230.76923076923,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2811356,72.8797836,401107
Ravi Gaurav Samruddhi,5000000,650,7692.307692307692,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2845821,72.8819885,401107
Ravi Gaurav Valley,7800000,900,8666.666666666666,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2840004,72.8841934,401107
Reputed Builder Christine Heights,6700000,670,10000.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2890053,72.8773804,401107
Jainam Sonam Srivilas,12000000,1000,12000.0,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2829971,72.8760681,401107
 ,5200000,650,8000.0,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2829971,72.8760681,401107
Ravi Gaurav Aster,6200000,850,7294.117647058823,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2835331,72.8850555,401107
 ,12500000,1200,10416.666666666666,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2829971,72.8760681,401107
 ,4500000,550,8181.818181818182,Mira Road,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2829971,72.8760681,401107
Reputed Builder Shree Pancham,7500000,685,10948.905109489051,Borivali,Mumbai,Apartment,1,1,Unfurnished,1,19.2262917,72.8569031,400091
 ,6500000,650,10000.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2829971,72.8760681,401107
 ,6000000,700,8571.42857142857,Mira Road,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2829971,72.8760681,401107
Marigold Mari Gold 4,9200000,1000,9200.0,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2919693,72.8764343,401107
 ,9500000,1000,9500.0,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2829971,72.8760681,401107
Tanvi Eminence,10500000,1125,9333.333333333334,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2695217,72.8841476,401107
Reputed Builder Porwal Tower,13500000,1500,9000.0,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2829971,72.8760681,401107
Sanghvi S3 Skyrise,7200000,700,10285.714285714286,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2681007,72.8752976,401107
 ,10000000,1000,10000.0,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2829971,72.8760681,401107
Reputed Builder Prathmesh Heritage,18500000,2500,7400.0,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2980537,72.8760529,401107
Ravi Gaurav Woods,5600000,700,8000.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2915497,72.8786926,401107
Ranuja Ramdev C Type,11000000,1000,11000.0,Bhayandar,Mumbai,Apartment,2,2,Furnished,1,19.3092174,72.8590012,401107
Reputed Builder Christine Heights,6700000,650,10307.692307692309,Mira Road,Mumbai,Apartment,1,1,Unfurnished,1,19.2890053,72.8773804,401107
JK IRIS,12500000,1020,12254.901960784313,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2833233,72.8862762,401107
JP North Celeste,7800000,650,12000.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2813644,72.8844604,401107
JK IRIS,8500000,680,12500.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2833233,72.8862762,401107
Reputed Builder Shree Pancham,9600000,1000,9600.0,Borivali,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2262917,72.8569031,400091
Tanvi Eminence,7100000,680,10441.176470588236,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2695217,72.8841476,401107
 ,16500000,1400,11785.714285714286,Mira Road,Mumbai,Apartment,3,3,Furnished,1,19.2829971,72.8760681,401107
Unique Poonam Estate Cluster 2,14800000,1400,10571.42857142857,Mira Road,Mumbai,Apartment,3,3,Semi-Furnished,1,19.2736893,72.8697662,401107
Swagat Heights,12000000,1350,8888.888888888889,Mira Road,Mumbai,Apartment,3,3,Semi-Furnished,1,19.2829971,72.8760681,401107
Evershine Woods,9500000,1000,9500.0,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2869797,72.8773727,401107
Arkade Art,6500000,680,9558.823529411764,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2802544,72.8841095,401107
Leena Bhairav Residency,12500000,980,12755.102040816326,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.2939987,72.8743896,401107
JP Atria,13200000,1000,13200.0,Mira Road,Mumbai,Apartment,2,2,Furnished,1,19.282198,72.8848801,401107
SDC Dev Paradise,18500000,1500,12333.333333333334,Mira Road,Mumbai,Apartment,3,2,Furnished,1,19.2829971,72.8760681,401107
PNK Poonam Sagar Complex,17500000,1200,14583.333333333334,Mira Road,Mumbai,Apartment,3,3,Furnished,1,19.2732201,72.8608704,401107
